#{"t_start": 1732747034.0934691, "env_id": "sokoban-narrow-v0"}
r,l,t
13.0,8,1.028066
7.0,6,1.18486
1.0,10,1.353723
-6.0,8,1.415745
-8.0,6,1.42573
-5.0,13,1.54457
-11.0,5,1.556082
-9.0,8,1.613388
2.0,7,1.679489
17.0,6,1.691327
-4.0,7,1.753909
-7.0,8,1.817428
-7.0,6,1.859287
-9.0,6,1.9302
2.0,10,1.997476
7.0,8,2.063341
1.0,8,2.079274
-3.0,6,2.136805
-8.0,8,2.207082
-2.0,7,2.285379
0.0,8,2.324934
-7.0,6,2.431509
10.0,10,2.511514
3.0,6,2.590687
-10.0,5,2.615182
-8.0,7,2.675491
3.0,7,2.696697
11.0,6,2.77404
0.0,8,2.848459
1.0,9,2.917814
8.0,9,2.972308
7.0,8,3.002489
7.0,9,3.075986
-6.0,11,3.165135
-4.0,7,3.227894
-4.0,7,3.294563
-11.0,6,3.307226
7.0,7,3.368549
-6.0,9,3.429939
7.0,6,3.490083
-5.0,8,3.505726
-11.0,7,3.565737
4.0,6,3.626863
6.0,10,3.690126
4.0,5,3.701895
5.0,5,3.756634
9.0,8,3.819049
-3.0,8,3.834675
-10.0,7,3.892752
-2.0,6,3.951245
-4.0,6,3.965636
-8.0,6,4.02534
4.0,7,4.093872
-10.0,5,4.106871
5.0,8,4.205557
8.0,8,4.263561
-5.0,7,4.282769
-6.0,10,4.342402
10.0,11,4.414648
-1.0,7,4.473434
-3.0,7,4.532257
16.0,8,4.590628
1.0,10,4.653314
20.0,9,4.733773
0.0,14,4.806661
1.0,6,4.86432
-1.0,8,4.881481
-8.0,8,4.945707
4.0,7,5.007742
11.0,5,5.018632
7.0,9,5.085419
-6.0,15,5.20658
-3.0,7,5.220772
-8.0,7,5.27609
8.0,7,5.33781
-3.0,7,5.399528
7.0,12,5.469208
-5.0,8,5.532503
12.0,5,5.541938
4.0,8,5.604702
3.0,8,5.667564
17.0,11,5.738205
-2.0,8,5.80004
-11.0,6,5.820793
-4.0,7,5.887276
-1.0,6,5.902063
-17.0,7,5.962944
-9.0,6,6.016403
-7.0,7,6.032548
0.0,10,6.098422
0.0,7,6.164131
-4.0,7,6.224245
-2.0,8,6.28319
4.0,6,6.2995
1.0,6,6.358057
-5.0,9,6.443626
10.0,7,6.45616
-1.0,12,6.573943
-3.0,9,6.634684
-9.0,8,6.648766
1.0,7,6.707253
5.0,7,6.769984
9.0,7,6.786268
8.0,7,6.871525
3.0,8,6.935505
8.0,6,6.993073
-3.0,5,7.003163
10.0,10,7.112627
-9.0,7,7.184186
-3.0,6,7.191194
-7.0,7,7.249591
-3.0,11,7.317875
0.0,6,7.373488
-9.0,8,7.433686
2.0,8,7.457243
8.0,7,7.516574
-2.0,9,7.581382
9.0,8,7.642854
-18.0,10,7.70698
-3.0,8,7.774153
2.0,10,7.841696
-6.0,7,7.857955
4.0,8,7.916154
-2.0,6,7.978311
8.0,10,8.043586
-4.0,5,8.051767
-2.0,6,8.112829
-3.0,7,8.127068
3.0,6,8.1842
-7.0,9,8.25007
-7.0,6,8.349001
-3.0,8,8.363219
14.0,6,8.416563
-7.0,6,8.481709
0.0,7,8.502797
-4.0,7,8.576933
-17.0,5,8.589118
4.0,9,8.666926
9.0,7,8.749938
-2.0,10,8.838593
-6.0,5,8.915647
0.0,8,8.936198
-2.0,6,9.00678
4.0,10,9.0906
-3.0,5,9.101258
3.0,6,9.171362
-3.0,7,9.243032
11.0,6,9.258579
0.0,11,9.391083
7.0,7,9.475028
-3.0,5,9.551928
-2.0,11,9.632279
-1.0,8,9.699138
-10.0,7,9.729637
-5.0,12,9.813004
10.0,6,9.88728
-2.0,9,9.970306
-9.0,5,9.984021
-11.0,7,10.065396
3.0,9,10.147738
6.0,6,10.218222
1.0,8,10.238585
-6.0,10,10.322608
5.0,9,10.403929
-11.0,6,10.479748
-4.0,7,10.560531
0.0,9,10.632122
8.0,8,10.664866
6.0,9,10.747655
-6.0,8,10.825488
0.0,8,10.904153
9.0,7,10.965797
-2.0,9,11.000723
-11.0,5,11.074875
2.0,9,11.155854
3.0,10,11.237407
-9.0,8,11.317302
-2.0,9,11.396132
-8.0,14,11.491144
-3.0,7,11.55362
-10.0,9,11.654145
1.0,7,11.671024
0.0,10,11.749287
-16.0,8,11.849494
-8.0,5,11.911886
-11.0,8,11.939635
-9.0,6,12.021754
6.0,7,12.093245
-2.0,7,12.116618
1.0,10,12.195998
3.0,9,12.274355
-9.0,9,12.355843
7.0,7,12.432603
0.0,7,12.499277
-2.0,7,12.519049
-11.0,9,12.591891
12.0,5,12.676799
-5.0,6,12.691502
3.0,6,12.76264
-1.0,10,12.843023
0.0,8,12.906312
-9.0,6,12.926056
4.0,12,13.009972
15.0,5,13.083779
-3.0,13,13.171967
-2.0,6,13.2431
3.0,5,13.256607
2.0,10,13.338457
-5.0,5,13.412632
-13.0,8,13.493368
3.0,10,13.579188
2.0,9,13.661242
-8.0,5,13.682719
-4.0,5,13.753939
1.0,8,13.774066
5.0,8,13.854642
0.0,12,13.941773
-3.0,10,14.028039
-2.0,6,14.098914
4.0,9,14.18873
-2.0,6,14.203675
4.0,6,14.30775
3.0,9,14.398556
5.0,5,14.41049
-8.0,8,14.583431
