#{"t_start": 1732542272.4871378, "env_id": "sokoban-narrow-v0"}
r,l,t
-3.0,5,2.882737
-10.0,7,2.922246
-7.0,6,2.960663
-2.0,6,3.003339
-3.0,6,3.053408
3.0,5,3.088392
-2.0,11,3.165493
10.0,9,3.23781
2.0,9,3.299536
1.0,7,3.347227
5.0,9,3.409204
-2.0,10,3.476155
15.0,7,3.525454
-9.0,14,3.62355
-8.0,8,3.669676
-6.0,9,3.713278
5.0,5,3.739726
3.0,6,3.787505
-5.0,7,3.825068
0.0,7,3.861518
-5.0,6,3.892518
-4.0,5,3.917532
10.0,7,3.949318
-8.0,5,3.971873
-3.0,6,4.001164
-8.0,9,4.049516
6.0,6,4.07999
-13.0,6,4.10751
4.0,8,4.156479
-3.0,6,4.187025
-1.0,8,4.228973
12.0,6,4.271077
4.0,9,4.319161
5.0,5,4.345166
-6.0,5,4.372609
5.0,7,4.407123
-14.0,5,4.432148
19.0,7,4.472663
-1.0,8,4.535733
-6.0,5,4.566282
2.0,8,4.63432
-13.0,5,4.672843
4.0,12,4.781347
-1.0,7,4.842376
-6.0,6,4.912886
-7.0,7,4.955916
7.0,7,4.998431
-9.0,6,5.029607
4.0,7,5.067259
6.0,5,5.108774
-5.0,5,5.145281
8.0,5,5.16979
0.0,8,5.236315
-3.0,9,5.301542
10.0,15,5.400253
8.0,10,5.455767
-4.0,7,5.491767
-9.0,8,5.546281
0.0,6,5.574279
-3.0,8,5.633301
7.0,10,5.705815
-6.0,7,5.748324
17.0,8,5.793837
7.0,7,5.842938
0.0,9,5.894184
-5.0,10,5.969642
-3.0,9,6.022283
-14.0,6,6.059794
6.0,6,6.097797
1.0,7,6.141817
0.0,8,6.185819
-3.0,6,6.219862
-3.0,6,6.256855
0.0,10,6.315368
-4.0,5,6.347877
-1.0,9,6.407393
4.0,5,6.430906
0.0,6,6.472417
0.0,10,6.52544
14.0,5,6.54844
1.0,9,6.599961
7.0,12,6.691991
-9.0,10,6.77211
-4.0,10,6.832612
-10.0,7,6.893617
-7.0,10,6.969158
-1.0,7,7.020706
-22.0,5,7.051223
-2.0,6,7.09202
-11.0,11,7.183777
4.0,9,7.238807
0.0,6,7.284318
0.0,6,7.319828
3.0,5,7.350352
-9.0,11,7.427376
4.0,12,7.502378
7.0,9,7.549885
-4.0,6,7.59241
0.0,9,7.640433
9.0,7,7.672433
1.0,7,7.712435
-8.0,9,7.771462
-2.0,11,7.837487
-5.0,8,7.880485
-2.0,7,7.912997
-15.0,7,7.945509
-2.0,6,7.980019
13.0,10,8.062086
-4.0,7,8.117787
-8.0,9,8.170443
3.0,5,8.204954
-1.0,8,8.252468
3.0,10,8.305982
-1.0,11,8.371056
-3.0,5,8.404295
-7.0,6,8.433323
0.0,5,8.46932
-4.0,6,8.523344
-10.0,9,8.577343
0.0,7,8.638364
0.0,9,8.707383
-3.0,5,8.742983
-21.0,5,8.778494
-6.0,5,8.806009
7.0,7,8.845291
2.0,6,8.895559
-1.0,10,9.076257
2.0,6,9.122297
-8.0,6,9.164813
3.0,6,9.199327
-6.0,9,9.259846
0.0,11,9.337348
7.0,11,9.406862
-2.0,5,9.578181
-5.0,10,9.631397
-5.0,11,9.701992
-5.0,7,9.744961
-4.0,6,9.78631
-6.0,7,10.027497
16.0,6,10.060691
-7.0,9,10.114918
1.0,10,10.180481
5.0,5,10.205651
5.0,6,10.248656
10.0,6,10.283791
6.0,6,10.332738
-7.0,5,10.365529
9.0,9,10.415297
-5.0,9,10.485867
10.0,8,10.534789
-8.0,7,10.58529
-13.0,10,10.654549
-4.0,5,10.682059
17.0,5,10.70833
8.0,6,10.739438
-2.0,7,10.775122
3.0,9,10.848487
-15.0,9,10.916344
0.0,9,10.965661
3.0,7,11.011174
-11.0,9,11.065772
-12.0,10,11.118575
-1.0,7,11.163624
-3.0,10,11.227687
-5.0,6,11.280091
3.0,11,11.350819
-4.0,9,11.394829
-10.0,9,11.452789
2.0,5,11.485982
-8.0,8,11.568306
-3.0,7,11.624876
15.0,5,11.646954
13.0,8,11.692456
3.0,9,11.757865
-2.0,11,11.827166
-3.0,6,11.868494
-5.0,6,11.92409
-4.0,8,11.980383
13.0,6,12.012308
7.0,13,12.103555
-7.0,6,12.153894
10.0,7,12.188358
-1.0,7,12.222444
-5.0,7,12.264338
-3.0,7,12.303982
-4.0,9,12.346289
15.0,9,12.411655
-1.0,7,12.443174
-5.0,5,12.490734
-10.0,5,12.519909
-6.0,6,12.563601
12.0,7,12.604271
4.0,8,12.665792
-9.0,6,12.719383
3.0,7,12.765354
-4.0,7,12.804028
19.0,8,12.847934
0.0,8,12.89557
-3.0,7,12.932818
-5.0,11,13.003363
-3.0,5,13.03525
-3.0,7,13.076594
-2.0,8,13.134501
-10.0,7,13.180678
-3.0,5,13.218594
5.0,13,13.317806
9.0,7,13.3664
-1.0,8,13.450321
0.0,6,13.481352
-14.0,9,13.530393
-1.0,8,13.571184
9.0,5,13.601075
-12.0,6,13.635984
-5.0,8,13.684136
-6.0,9,13.733008
2.0,9,13.781221
6.0,6,13.811546
7.0,8,13.861528
8.0,5,13.890472
-4.0,6,13.922503
-9.0,9,13.972406
2.0,6,14.011103
-8.0,6,14.041379
-6.0,6,14.075957
-7.0,5,14.105159
-8.0,6,14.140445
-8.0,5,14.167384
-18.0,6,14.200321
0.0,6,14.233892
5.0,10,14.299859
-3.0,8,14.349636
-5.0,8,14.39331
4.0,9,14.450027
0.0,7,14.49074
3.0,7,14.530309
3.0,7,14.571512
7.0,12,14.642758
0.0,6,14.71595
4.0,9,14.79639
7.0,8,14.85163
4.0,5,14.886139
10.0,5,14.917114
0.0,7,14.963435
3.0,5,15.001075
-3.0,7,15.054644
0.0,5,15.100904
4.0,7,15.781183
-7.0,5,16.086165
-7.0,6,16.119199
3.0,11,16.195905
-4.0,10,16.262604
5.0,7,16.301599
1.0,5,16.330815
6.0,9,16.385304
-2.0,7,16.440323
9.0,9,16.536964
11.0,12,16.618633
13.0,6,16.66689
8.0,7,16.713837
12.0,6,16.765117
-2.0,7,16.814833
5.0,5,16.8449
5.0,8,16.898295
5.0,11,16.985402
-10.0,8,17.046567
2.0,9,17.135033
3.0,9,17.204597
2.0,9,17.398914
4.0,8,17.446423
8.0,6,17.491423
0.0,9,17.544948
9.0,8,17.608946
0.0,8,17.661237
0.0,8,74.780969
8.0,8,74.856151
-2.0,8,74.912479
8.0,6,74.954511
1.0,10,75.058532
-2.0,5,75.093347
-13.0,9,75.164241
1.0,6,75.221242
5.0,8,75.279779
4.0,5,75.313772
24.0,12,75.393019
0.0,14,75.507874
-7.0,5,75.541874
-14.0,5,75.589396
-11.0,9,75.654418
-5.0,11,75.735457
4.0,6,75.779986
2.0,11,75.905554
1.0,5,75.967769
3.0,5,76.019185
8.0,8,76.084308
-1.0,6,76.135615
-10.0,9,76.201718
1.0,7,76.258231
-1.0,5,76.295959
3.0,8,76.364599
-2.0,6,76.422417
34.0,5,77.493799
-4.0,5,77.539568
-16.0,8,77.602216
-4.0,14,77.722749
7.0,7,77.782273
0.0,8,77.858787
6.0,11,77.990639
4.0,5,78.068618
-4.0,8,78.138932
0.0,6,78.202017
2.0,6,78.263823
8.0,8,78.34045
2.0,6,78.400097
-5.0,7,78.478519
7.0,8,78.554445
3.0,7,78.615649
2.0,8,78.697484
-10.0,6,78.754165
0.0,9,78.831862
-6.0,8,78.89588
-13.0,12,79.009133
10.0,7,79.068643
-11.0,7,79.146714
3.0,6,79.227007
0.0,9,79.331291
-6.0,8,79.408552
-2.0,11,79.499937
-2.0,11,79.587687
-1.0,7,79.684145
-13.0,9,79.748516
14.0,8,79.818799
1.0,7,79.86732
-4.0,12,79.959839
5.0,7,80.01584
3.0,10,80.093364
10.0,6,80.135367
4.0,8,80.191891
7.0,9,80.25742
-2.0,12,80.342414
1.0,8,80.396439
-6.0,7,80.445217
8.0,6,80.518863
4.0,8,80.577374
11.0,7,80.631155
-6.0,13,80.758248
-3.0,9,80.82302
1.0,6,80.870071
14.0,5,80.90507
-4.0,7,80.955581
-18.0,8,81.021642
-14.0,7,81.077669
1.0,11,81.162186
2.0,6,81.225819
8.0,12,81.37173
-6.0,8,81.432307
12.0,10,81.506013
3.0,6,81.549704
13.0,6,81.625014
2.0,10,81.710325
1.0,6,81.760858
9.0,10,81.839167
4.0,6,81.889385
8.0,7,81.942378
2.0,7,81.992407
0.0,6,82.039411
-10.0,10,82.117439
-3.0,6,82.165473
17.0,7,82.226727
2.0,8,82.342575
10.0,8,82.419087
9.0,6,82.46561
2.0,5,82.501609
1.0,7,82.562627
-5.0,10,82.64117
