#{"t_start": 1732542272.4886842, "env_id": "sokoban-narrow-v0"}
r,l,t
1.0,7,2.89219
3.0,8,2.941117
-8.0,8,2.994148
1.0,9,3.066653
-9.0,6,3.106121
3.0,9,3.172359
3.0,6,3.219642
-8.0,12,3.303922
-1.0,7,3.351975
-4.0,8,3.408165
5.0,9,3.463607
3.0,8,3.52442
0.0,9,3.589288
1.0,10,3.653379
5.0,8,3.693293
-3.0,8,3.731108
-3.0,7,3.786958
-7.0,6,3.81781
6.0,8,3.860478
6.0,6,3.89148
-4.0,6,3.920253
9.0,6,3.948278
4.0,6,3.975006
3.0,6,4.003794
2.0,7,4.043296
-1.0,7,4.07895
4.0,7,4.111161
8.0,7,4.155439
4.0,6,4.185985
-6.0,9,4.234425
0.0,5,4.26953
-5.0,7,4.304899
3.0,7,4.343619
8.0,7,4.384063
-4.0,6,4.410576
-7.0,8,4.453602
0.0,7,4.497725
-7.0,6,4.545734
0.0,8,4.607249
8.0,8,4.672295
-4.0,6,4.729803
13.0,7,4.789802
-12.0,6,4.841825
-1.0,8,4.921854
-3.0,7,4.967884
-6.0,5,4.997884
-9.0,10,5.048713
-13.0,8,5.107228
-8.0,18,5.234768
-4.0,8,5.289714
-3.0,6,5.334672
1.0,11,5.405707
8.0,5,5.436221
5.0,6,5.463221
5.0,9,5.517221
4.0,6,5.554732
1.0,5,5.581244
-8.0,6,5.627755
-1.0,8,5.675266
17.0,8,5.737777
-20.0,5,5.764283
17.0,8,5.81029
1.0,7,5.860452
2.0,10,5.927537
0.0,6,5.968603
4.0,7,6.011225
-8.0,9,6.066248
3.0,7,6.10525
10.0,5,6.14127
-2.0,9,6.189273
-1.0,6,6.225316
-15.0,9,6.27632
2.0,7,6.32233
3.0,9,6.377845
3.0,10,6.435871
-8.0,7,6.483873
-1.0,7,6.516385
-6.0,7,6.552894
-8.0,8,6.598414
7.0,9,6.672441
-1.0,6,6.71727
-13.0,10,6.793555
-6.0,7,6.832069
6.0,5,6.872068
5.0,5,6.913583
-11.0,6,6.961612
-5.0,7,7.012644
-8.0,8,7.062676
-6.0,13,7.164084
0.0,8,7.220258
-2.0,6,7.25826
1.0,6,7.300775
-3.0,7,7.340806
-12.0,7,7.391804
-1.0,7,7.435833
6.0,10,7.500831
11.0,8,7.54334
6.0,6,7.581859
-4.0,6,7.618366
5.0,7,7.652887
-8.0,8,7.691889
0.0,8,7.749913
3.0,7,7.783916
-3.0,9,7.844936
3.0,7,7.879938
-6.0,8,7.916451
-5.0,7,7.949965
2.0,9,8.014757
0.0,7,8.072464
0.0,10,8.145749
0.0,7,8.178897
1.0,10,8.244922
4.0,7,8.285438
7.0,10,8.338949
4.0,6,8.376626
5.0,9,8.424267
-9.0,6,8.468773
-12.0,9,8.541794
-10.0,5,8.572797
4.0,11,8.661326
10.0,7,8.714363
5.0,10,8.781949
9.0,6,8.816462
0.0,12,8.901659
-7.0,6,9.040712
30.0,2,9.067711
8.0,5,9.104234
3.0,6,9.151756
-2.0,6,9.187267
4.0,12,9.266299
7.0,6,9.306296
-5.0,9,9.36331
-16.0,8,9.416317
-5.0,9,9.611737
2.0,9,9.65526
5.0,10,9.725809
7.0,7,9.775415
0.0,7,9.990211
3.0,8,10.059144
2.0,7,10.104832
-18.0,11,10.174284
-14.0,10,10.231297
-3.0,9,10.289163
-1.0,7,10.343407
-7.0,10,10.404906
9.0,5,10.436147
-3.0,9,10.496095
-7.0,6,10.540241
-6.0,6,10.584259
-7.0,8,10.643003
9.0,7,10.681512
16.0,5,10.707291
-9.0,9,10.753476
-5.0,5,10.782643
-2.0,9,10.85194
6.0,10,10.924309
13.0,9,10.976115
-9.0,8,11.030293
-6.0,8,11.075226
-8.0,6,11.107669
-21.0,8,11.150541
4.0,6,11.19149
20.0,9,11.261678
9.0,5,11.293228
-9.0,7,11.344855
-3.0,5,11.370798
-2.0,7,11.403198
-14.0,7,11.451242
2.0,7,11.505591
3.0,5,11.55583
-2.0,7,11.619198
0.0,6,11.645914
1.0,10,11.700294
0.0,8,11.761573
6.0,5,11.788111
8.0,5,11.826126
-7.0,6,11.866948
-3.0,7,11.928761
10.0,6,11.973701
4.0,6,12.003762
-10.0,7,12.053617
6.0,7,12.10301
13.0,7,12.158109
14.0,6,12.187319
-2.0,6,12.215178
0.0,11,12.279789
7.0,7,12.318406
12.0,6,12.345249
4.0,7,12.393109
15.0,7,12.432166
-9.0,8,12.496536
-5.0,9,12.556796
1.0,7,12.598032
2.0,7,12.652434
-6.0,5,12.690755
10.0,11,12.769121
10.0,7,12.809302
4.0,5,12.836076
4.0,8,12.881452
-15.0,7,12.922389
5.0,5,12.949515
10.0,9,13.011013
-2.0,7,13.051337
-7.0,7,13.093091
-1.0,7,13.144813
-9.0,7,13.194977
-3.0,5,13.235964
-3.0,6,13.285307
-6.0,6,13.323008
-13.0,10,13.390537
6.0,5,13.45396
5.0,6,13.484548
-15.0,10,13.539771
3.0,8,13.584155
-4.0,8,13.627357
0.0,7,13.669968
-8.0,6,13.703995
7.0,9,13.753699
10.0,6,13.784621
-10.0,8,13.826417
-1.0,7,13.870919
-6.0,7,13.909928
1.0,7,13.949175
10.0,7,13.99284
1.0,11,14.05346
-10.0,6,14.085814
-2.0,5,14.115061
-14.0,7,14.153716
-7.0,7,14.192989
3.0,8,14.24375
-9.0,6,14.280799
-7.0,8,14.330081
-11.0,6,14.361962
2.0,11,14.430042
-3.0,9,14.483543
22.0,8,14.530791
-1.0,6,14.563782
-4.0,7,14.600446
-3.0,10,14.682072
2.0,5,14.746498
-3.0,11,14.829947
5.0,7,14.877592
-7.0,6,14.915568
-6.0,7,14.962647
-6.0,9,15.030694
9.0,13,15.144641
3.0,6,16.078634
6.0,6,16.111264
-5.0,7,16.163853
17.0,8,16.215516
1.0,7,16.261613
1.0,9,16.311579
8.0,6,16.346286
-2.0,5,16.374442
-1.0,11,16.472311
4.0,8,16.549748
-2.0,7,16.594853
-2.0,6,16.646859
4.0,10,16.712803
12.0,6,16.764079
-2.0,11,16.837646
2.0,7,16.884484
4.0,12,16.974615
10.0,8,17.035057
0.0,6,17.0992
8.0,8,17.168192
2.0,6,17.210003
8.0,11,17.414368
-1.0,9,17.474877
-1.0,7,17.519876
7.0,8,17.5774
-2.0,6,17.6224
-15.0,6,17.65969
-1.0,6,17.69569
7.0,8,74.834417
-5.0,7,74.887942
-5.0,8,74.943964
-5.0,7,75.029059
0.0,8,75.085433
3.0,12,75.181701
-5.0,8,75.251233
-5.0,6,75.291234
-9.0,6,75.332226
-4.0,9,75.392472
-5.0,6,75.448982
6.0,6,75.488693
16.0,9,75.561849
16.0,11,75.645871
-7.0,7,75.697401
9.0,6,75.740911
2.0,10,75.825948
1.0,8,75.936248
4.0,5,75.99175
-11.0,8,76.057504
5.0,12,76.159651
-5.0,6,76.200171
10.0,7,76.257684
0.0,7,76.316474
5.0,10,76.405488
-3.0,8,77.504375
4.0,10,77.585669
10.0,6,77.633671
-4.0,6,77.691202
-8.0,8,77.756726
7.0,8,77.831726
1.0,7,77.897246
-1.0,6,77.980669
-5.0,11,78.109541
-8.0,5,78.161566
-3.0,8,78.241098
7.0,7,78.30237
4.0,9,78.400119
-4.0,5,78.448404
1.0,6,78.516076
1.0,5,78.565013
12.0,11,78.671408
3.0,5,78.714534
0.0,10,78.802516
-9.0,9,78.877351
5.0,8,78.945674
12.0,5,78.997586
-8.0,11,79.098611
-6.0,5,79.158181
18.0,8,79.255697
2.0,13,79.398288
-7.0,7,79.454393
5.0,7,79.515384
4.0,8,79.578176
-1.0,7,79.665598
0.0,6,79.717594
8.0,9,79.792254
-8.0,5,79.831255
0.0,10,79.905773
5.0,8,79.970293
5.0,9,80.045296
19.0,6,80.084821
9.0,10,80.154345
6.0,5,80.190345
-5.0,5,80.224345
8.0,6,80.271864
1.0,7,80.320864
5.0,7,80.366893
8.0,6,80.409477
-8.0,8,80.481469
2.0,6,80.540318
2.0,10,80.615497
6.0,8,80.693068
0.0,9,80.77158
10.0,5,80.804933
2.0,7,80.858525
-6.0,9,80.923524
-6.0,8,80.985004
16.0,9,81.061122
0.0,6,81.109124
-4.0,7,81.161637
0.0,9,81.288047
-3.0,7,81.356534
-4.0,13,81.450005
-6.0,10,81.524646
13.0,12,81.653935
-8.0,9,81.723778
6.0,8,81.794342
3.0,8,81.853776
-2.0,8,81.920219
4.0,7,81.970348
-10.0,6,82.01686
9.0,8,82.070379
-5.0,8,82.143409
3.0,6,82.183444
9.0,6,82.255873
15.0,6,82.341029
-13.0,7,82.409542
7.0,7,82.465062
-6.0,5,82.501062
-4.0,6,82.551081
-18.0,7,82.61211
8.0,7,82.661269
-8.0,6,82.72538
0.0,11,82.832703
1.0,13,82.96129
-4.0,5,83.007736
-6.0,14,83.124318
7.0,6,83.173918
3.0,7,83.227424
-1.0,6,83.273891
-5.0,8,83.342268
-5.0,5,83.379783
2.0,7,83.430671
-2.0,6,83.475182
3.0,7,83.525595
-1.0,6,83.57005
-16.0,7,83.630491
-2.0,6,83.67539
1.0,8,83.734747
-13.0,9,83.831808
9.0,6,83.892333
-7.0,8,83.955851
-6.0,8,84.0187
-4.0,7,84.069818
-1.0,10,84.3822
-3.0,11,84.481839
17.0,9,84.555363
-7.0,8,84.624893
10.0,11,84.712855
-10.0,5,84.757559
-12.0,9,84.848622
9.0,10,84.943756
