#{"t_start": 1732542272.4943392, "env_id": "sokoban-narrow-v0"}
r,l,t
10.0,7,2.887535
-3.0,9,2.943462
4.0,12,3.031238
-2.0,9,3.094661
7.0,6,3.136203
6.0,7,3.185466
3.0,9,3.25534
10.0,7,3.305523
-3.0,8,3.355903
8.0,7,3.409209
2.0,11,3.484827
5.0,5,3.519794
-3.0,8,3.576711
-5.0,5,3.610708
0.0,9,3.663488
19.0,15,3.740894
0.0,7,3.79415
11.0,7,3.826225
-6.0,8,3.867516
14.0,7,3.905508
-6.0,6,3.933079
-1.0,9,3.974561
-1.0,6,4.0035
-1.0,7,4.043329
9.0,9,4.086941
-9.0,8,4.135547
-18.0,8,4.175551
10.0,7,4.210989
1.0,8,4.264876
-1.0,5,4.289732
6.0,5,4.316964
2.0,5,4.346964
-1.0,5,4.371408
-8.0,7,4.40692
10.0,8,4.448947
2.0,7,4.493085
-7.0,17,4.631119
9.0,12,4.736147
7.0,7,4.793145
-2.0,11,4.906684
2.0,8,4.955713
4.0,6,4.993736
-3.0,9,5.038049
-13.0,6,5.071575
6.0,7,5.130079
3.0,6,5.163588
-4.0,8,5.230113
4.0,6,5.264072
6.0,8,5.331017
-10.0,5,5.36154
-6.0,5,5.393052
5.0,6,5.431566
-4.0,7,5.463566
15.0,6,5.496566
4.0,7,5.545077
-6.0,8,5.59259
7.0,8,5.642099
4.0,5,5.680611
-7.0,9,5.741123
10.0,6,5.778633
4.0,6,5.814147
5.0,7,5.860993
-12.0,8,5.915738
-5.0,6,5.955277
4.0,6,5.99657
-3.0,5,6.021082
8.0,9,6.080595
6.0,9,6.136615
-6.0,7,6.174618
1.0,5,6.203134
7.0,5,6.235653
-15.0,13,6.310167
-4.0,7,6.350677
7.0,5,6.386189
3.0,7,6.424704
-6.0,8,6.479218
-3.0,8,6.519238
0.0,10,6.571239
-11.0,5,6.602763
-5.0,9,6.672786
11.0,10,6.750907
-17.0,5,6.7889
1.0,5,6.81641
3.0,5,6.853412
-3.0,11,6.941956
2.0,6,6.982474
-5.0,7,7.033012
-6.0,7,7.077362
-8.0,7,7.131732
0.0,8,7.199085
-2.0,11,7.269117
-4.0,5,7.30312
-1.0,7,7.346147
0.0,10,7.413175
-6.0,8,7.465172
-1.0,7,7.505172
-17.0,8,7.548684
-4.0,6,7.592208
1.0,7,7.627752
-11.0,5,7.652232
3.0,11,7.714258
-1.0,14,7.795772
-3.0,10,7.859281
8.0,5,7.883283
8.0,7,7.916318
-4.0,13,7.991823
4.0,5,8.028741
-3.0,7,8.088935
3.0,7,8.141244
9.0,5,8.164242
7.0,9,8.224267
9.0,6,8.258785
8.0,6,8.28978
15.0,7,8.328293
3.0,7,8.371983
5.0,5,8.401094
8.0,6,8.434118
-7.0,8,8.49812
5.0,8,8.558142
-8.0,6,8.589653
-5.0,6,8.648671
5.0,5,8.679182
-13.0,9,8.748783
-11.0,8,8.799807
10.0,8,8.850598
5.0,6,8.897019
-2.0,5,9.026057
-1.0,9,9.107579
-1.0,6,9.153098
-8.0,9,9.203124
-3.0,6,9.246644
5.0,7,9.29364
-8.0,8,9.347148
-11.0,8,9.40066
-5.0,6,9.579334
-9.0,8,9.6199
9.0,5,9.644797
-5.0,5,9.679793
-10.0,9,9.73876
-9.0,8,9.787491
5.0,6,10.02512
-1.0,5,10.054488
3.0,8,10.103898
-7.0,5,10.130518
3.0,6,10.174292
2.0,5,10.199458
14.0,5,10.234635
-16.0,6,10.271803
-6.0,5,10.312054
1.0,8,10.364224
2.0,6,10.399758
-2.0,10,10.471231
0.0,7,10.512074
1.0,5,10.545927
8.0,9,10.613172
21.0,6,10.653857
12.0,6,10.685857
-6.0,8,10.727288
-7.0,7,10.763059
8.0,6,10.811988
-9.0,8,10.882763
6.0,7,10.919654
1.0,6,10.95305
-3.0,8,11.005972
-5.0,10,11.06458
10.0,6,11.096643
5.0,7,11.134883
7.0,7,11.181121
3.0,8,11.238023
5.0,7,11.288591
-6.0,10,11.356238
-7.0,9,11.398575
-1.0,9,11.458317
4.0,10,11.554487
-3.0,8,11.618181
11.0,9,11.666548
-5.0,10,11.735721
-9.0,12,11.806457
-3.0,6,11.846267
20.0,6,11.902818
5.0,5,11.938108
4.0,14,12.02962
-2.0,5,12.059522
10.0,8,12.12308
-2.0,6,12.160822
-3.0,8,12.201769
1.0,8,12.244138
2.0,6,12.278459
4.0,6,12.313277
3.0,8,12.349861
4.0,6,12.398453
-10.0,8,12.436987
-12.0,11,12.526297
-1.0,6,12.562238
22.0,6,12.598609
5.0,8,12.662148
-9.0,7,12.72
-6.0,7,12.76448
-11.0,6,12.798856
0.0,9,12.847699
-4.0,6,12.882925
3.0,12,12.951355
8.0,9,13.011556
6.0,7,13.053011
-13.0,6,13.088453
-26.0,9,13.151782
