#{"t_start": 1732753908.3238983, "env_id": "sokoban-turtle-v0"}
r,l,t
7.0,5,0.973247
0.0,6,0.988873
-3.0,7,1.004502
0.0,10,1.020123
3.0,12,1.07329
0.0,12,1.148213
4.0,11,1.185837
-7.0,13,1.253263
0.0,10,1.293896
0.0,8,1.3363
0.0,11,1.390513
-2.0,7,1.417995
-3.0,8,1.446709
-2.0,12,1.495398
-2.0,9,1.531431
7.0,12,1.580613
4.0,11,1.62055
-2.0,7,1.645264
1.0,15,1.6947
-8.0,12,1.750837
-2.0,16,1.821658
-3.0,14,1.870912
1.0,9,1.908579
0.0,8,1.942103
2.0,8,1.97094
2.0,16,2.023391
-10.0,15,2.11232
0.0,12,2.150578
0.0,8,2.176359
0.0,15,2.223908
4.0,11,2.252224
-2.0,13,2.289514
0.0,13,2.326242
0.0,11,2.382428
4.0,9,2.413179
4.0,5,2.431985
7.0,7,2.452154
-1.0,15,2.498709
-5.0,8,2.538296
0.0,12,2.58677
9.0,19,2.641326
-2.0,10,2.676006
0.0,8,2.719474
3.0,13,2.773247
-1.0,10,2.810594
0.0,11,2.849123
4.0,12,2.896234
2.0,9,2.933981
-2.0,11,2.976358
5.0,10,3.018818
-2.0,7,3.046088
-8.0,15,3.105515
1.0,10,3.149122
-7.0,11,3.218727
5.0,7,3.253484
9.0,7,3.286048
-2.0,15,3.346936
4.0,13,3.386739
-2.0,15,3.432167
-3.0,6,3.454028
-12.0,11,3.486627
-10.0,9,3.514032
-3.0,13,3.55828
-4.0,22,3.629201
-4.0,8,3.685573
-6.0,9,3.715317
8.0,8,3.748065
0.0,7,3.772632
4.0,17,3.827339
-3.0,10,3.866647
-2.0,8,3.893708
-2.0,6,3.914956
0.0,9,3.941982
2.0,10,3.976284
-5.0,12,4.016531
9.0,9,4.062663
-3.0,18,4.142021
-1.0,12,4.186691
8.0,10,4.231487
-2.0,11,4.284043
-1.0,24,4.411932
7.0,5,4.427514
-2.0,10,4.460691
4.0,11,4.496255
5.0,11,4.532841
-8.0,11,4.566713
-10.0,10,4.597267
4.0,6,4.614016
-1.0,13,4.66729
-5.0,8,4.701416
6.0,7,4.74164
3.0,8,4.771567
-2.0,8,4.794357
-3.0,8,4.906107
-8.0,8,4.924652
3.0,14,4.955458
4.0,9,4.983038
11.0,12,5.023569
-3.0,12,5.067977
3.0,6,5.088197
0.0,20,5.182116
-4.0,11,5.215302
-5.0,7,5.240859
1.0,12,5.280133
4.0,5,5.290803
-2.0,17,5.332237
0.0,14,5.374321
-2.0,11,5.406145
2.0,8,5.430283
2.0,9,5.458021
-1.0,13,5.498296
-4.0,13,5.543777
4.0,12,5.580674
-6.0,8,5.604304
-3.0,10,5.630548
1.0,13,5.676115
0.0,13,5.713959
5.0,9,5.780862
2.0,9,5.805951
12.0,18,5.853209
1.0,16,5.896186
-4.0,11,5.92382
-9.0,8,5.940628
4.0,5,5.954257
16.0,15,5.996195
6.0,9,6.018184
1.0,20,6.062158
0.0,10,6.098616
2.0,7,6.116619
-2.0,11,6.152208
2.0,14,6.197616
0.0,11,6.230125
-7.0,7,6.250503
-4.0,12,6.280275
5.0,13,6.312979
-3.0,10,6.339942
-7.0,6,6.354083
11.0,13,6.398808
2.0,8,6.424303
8.0,17,6.464038
-10.0,14,6.496048
2.0,17,6.552117
-7.0,7,6.570853
2.0,13,6.606616
-2.0,10,6.634568
-7.0,17,6.693659
-2.0,18,7.105043
5.0,6,7.124047
5.0,8,7.149045
1.0,15,7.18864
0.0,8,7.2262
-1.0,15,7.265136
1.0,13,7.302008
-13.0,6,7.316164
-2.0,11,7.34077
-5.0,10,7.37796
0.0,8,7.394964
8.0,12,7.420294
4.0,13,7.446264
-10.0,14,7.481817
3.0,7,7.520639
-10.0,11,7.545917
5.0,11,7.576162
1.0,9,7.603102
4.0,9,7.63164
-10.0,13,7.683408
-1.0,13,7.728034
-5.0,9,7.764297
0.0,9,7.792024
-15.0,11,7.824707
-3.0,11,7.859941
4.0,10,7.894742
9.0,7,7.918707
0.0,14,7.966087
0.0,6,7.980798
5.0,17,8.030724
2.0,13,8.06723
-1.0,10,8.093621
4.0,12,8.127555
8.0,11,8.153269
-3.0,17,8.204463
-2.0,11,8.230803
3.0,12,8.359192
-7.0,12,8.432168
0.0,7,8.460929
-2.0,9,8.502531
-2.0,6,8.520566
9.0,11,32.79815
9.0,7,32.815411
4.0,9,32.83154
-5.0,16,32.892507
12.0,12,32.930943
0.0,14,32.981067
0.0,14,33.031012
-3.0,11,33.078308
-6.0,10,33.107716
2.0,19,33.16371
-5.0,11,33.202077
-1.0,9,33.228347
7.0,7,33.252419
5.0,9,33.275721
1.0,16,33.329999
6.0,14,33.419017
-3.0,12,33.459666
4.0,10,33.485698
3.0,12,33.523676
3.0,19,33.586174
-2.0,11,33.630246
-4.0,12,33.666575
3.0,10,33.715782
1.0,10,33.75202
2.0,15,33.801415
-2.0,8,33.826067
9.0,11,33.864402
3.0,13,33.903841
7.0,15,33.952379
3.0,9,33.983523
3.0,7,34.002197
-7.0,6,34.017829
-2.0,10,34.049076
-6.0,7,34.080754
8.0,10,34.115058
-4.0,10,34.146297
4.0,12,34.193188
-4.0,9,34.232456
1.0,6,34.247266
-2.0,6,34.262933
0.0,8,34.296397
4.0,10,34.325848
-3.0,12,34.363297
0.0,12,34.387938
-2.0,8,34.419202
-1.0,11,34.459373
-2.0,5,34.465424
2.0,9,34.496726
-5.0,11,34.543605
2.0,10,34.580765
-4.0,6,34.596395
-7.0,12,34.649242
-2.0,13,34.694664
0.0,6,34.713888
4.0,15,34.76736
2.0,10,34.809842
-2.0,7,34.835052
-3.0,13,34.872478
-2.0,11,34.905706
7.0,14,34.948194
2.0,12,34.986547
0.0,11,35.020912
-2.0,11,35.052216
4.0,12,35.084599
-6.0,7,35.103742
-1.0,11,35.135107
-5.0,9,35.163386
1.0,14,35.201686
-3.0,8,35.224832
2.0,14,35.284973
10.0,13,35.332401
-7.0,12,35.38108
-5.0,10,35.41733
0.0,8,35.447685
-4.0,7,35.502188
-11.0,17,35.577993
-1.0,16,35.67781
3.0,13,35.726923
5.0,8,35.756498
-2.0,19,35.829576
-7.0,9,35.896041
3.0,13,35.963415
0.0,9,35.999117
4.0,7,36.028372
8.0,11,36.077854
5.0,10,36.120213
-1.0,8,36.150588
-3.0,13,36.205129
-2.0,7,36.229693
0.0,8,36.374349
1.0,21,36.447471
-2.0,9,36.483376
-5.0,21,36.568638
-2.0,9,36.599169
-4.0,8,36.641989
-6.0,13,36.670743
-4.0,8,36.686356
-1.0,20,36.76454
15.0,17,36.810928
-4.0,13,36.85781
-5.0,17,36.889063
3.0,9,36.92031
-2.0,17,36.966706
0.0,10,36.997966
0.0,8,37.029225
-5.0,10,37.044845
-3.0,9,37.083524
-5.0,19,37.146037
1.0,12,37.177277
5.0,13,37.208525
0.0,11,37.224151
0.0,9,37.255405
0.0,9,37.286654
-10.0,7,37.302279
4.0,9,37.317907
3.0,8,37.333599
19.0,17,37.380677
2.0,12,37.443203
-11.0,8,37.474514
-2.0,12,37.512575
0.0,5,37.519885
-10.0,7,37.56704
5.0,7,37.582672
7.0,23,37.647141
10.0,19,37.694066
-6.0,11,37.725308
-3.0,6,37.740943
4.0,18,37.772185
-1.0,8,37.807545
-3.0,8,37.816821
-8.0,9,37.848081
4.0,8,37.8734
-4.0,7,37.896435
-5.0,5,37.907692
0.0,12,37.923327
-2.0,5,37.938944
-9.0,7,37.970526
-4.0,9,37.986171
3.0,14,38.035257
9.0,8,38.066509
9.0,17,38.14425
-1.0,14,38.175509
0.0,15,38.228917
0.0,12,38.260168
-2.0,11,38.29142
1.0,15,38.3383
-3.0,8,38.353925
