#{"t_start": 1732753908.3045733, "env_id": "sokoban-turtle-v0"}
r,l,t
-2.0,16,1.023827
-2.0,18,1.055075
3.0,6,1.092615
11.0,11,1.160466
3.0,10,1.189531
-4.0,22,1.300949
-2.0,8,1.343361
-1.0,14,1.406987
-9.0,9,1.444596
0.0,8,1.477532
-3.0,11,1.517536
0.0,13,1.570118
2.0,7,1.598927
-2.0,7,1.623381
3.0,11,1.663579
0.0,8,1.690327
3.0,8,1.71744
-1.0,8,1.755155
-5.0,12,1.808932
-6.0,10,1.848842
5.0,8,1.88142
8.0,13,1.932423
4.0,8,1.964493
3.0,11,2.00329
-1.0,9,2.031564
1.0,15,2.116983
-6.0,10,2.153389
2.0,14,2.197781
0.0,9,2.221572
2.0,17,2.274568
1.0,14,2.314971
-1.0,8,2.33621
4.0,12,2.396773
2.0,13,2.442641
-1.0,8,2.466419
-8.0,9,2.495258
8.0,10,2.52324
5.0,14,2.590147
-5.0,7,2.611998
5.0,13,2.651313
-5.0,8,2.677159
5.0,11,2.731192
2.0,8,2.758089
3.0,10,2.804291
0.0,7,2.82892
2.0,10,2.864602
2.0,11,2.90712
7.0,10,2.947199
1.0,14,3.005969
-7.0,15,3.064402
0.0,17,3.135176
2.0,9,3.171907
-3.0,11,3.244578
5.0,16,3.317744
-2.0,7,3.347521
-1.0,14,3.395029
4.0,10,3.422351
2.0,10,3.458222
0.0,9,3.484443
8.0,11,3.517097
0.0,12,3.55432
-3.0,16,3.610228
-8.0,12,3.644508
1.0,8,3.703884
0.0,13,3.750227
0.0,13,3.797959
2.0,7,3.821471
-2.0,6,3.837226
5.0,7,3.86623
-1.0,16,3.923025
-6.0,13,3.965298
2.0,17,4.015675
-3.0,7,4.050247
-2.0,9,4.097576
-1.0,13,4.150352
0.0,11,4.195967
-3.0,6,4.216069
-1.0,6,4.24859
-12.0,7,4.283319
6.0,8,4.320012
4.0,10,4.375388
4.0,6,4.408177
0.0,13,4.455154
-2.0,14,4.502561
-4.0,9,4.532612
2.0,10,4.564963
-5.0,13,4.602771
-4.0,21,4.67259
-12.0,8,4.71272
-3.0,15,4.781871
4.0,14,4.824687
3.0,12,4.941979
2.0,13,4.971602
8.0,6,4.989998
4.0,20,5.059109
-2.0,9,5.093322
-7.0,7,5.113207
-7.0,13,5.187481
5.0,6,5.201441
-4.0,10,5.23363
0.0,6,5.25113
7.0,7,5.281737
2.0,14,5.320677
-5.0,7,5.336883
8.0,15,5.375328
-2.0,12,5.409153
8.0,8,5.433131
-2.0,9,5.461258
-12.0,8,5.485341
2.0,10,5.515623
-7.0,16,5.575827
6.0,12,5.609098
1.0,19,5.663166
3.0,11,5.70106
6.0,13,5.73928
4.0,14,5.81904
-3.0,7,5.83698
5.0,13,5.871533
-3.0,12,5.90614
2.0,10,5.929886
-6.0,14,5.959953
5.0,13,6.000135
4.0,15,6.036509
2.0,9,6.059406
4.0,8,6.079088
2.0,13,6.117941
-5.0,13,6.152989
-4.0,10,6.187844
5.0,9,6.21543
-14.0,10,6.245698
-3.0,7,6.266315
-7.0,15,6.304354
-4.0,12,6.335305
4.0,8,6.351054
4.0,8,6.375397
2.0,14,6.424593
1.0,9,6.450313
-2.0,5,6.46261
-10.0,12,6.489862
10.0,9,6.509845
6.0,13,6.549553
0.0,12,6.585323
-4.0,8,6.609149
0.0,7,6.629472
-4.0,14,6.666677
-4.0,11,6.701468
2.0,11,6.741766
-3.0,9,7.126425
1.0,14,7.17189
-6.0,9,7.194731
3.0,8,7.21768
-3.0,9,7.262144
3.0,19,7.306073
-4.0,9,7.330375
12.0,15,7.373559
0.0,9,7.399995
3.0,17,7.434117
-1.0,13,7.460195
1.0,10,7.482904
-5.0,5,7.497284
7.0,8,7.533468
7.0,15,7.573722
5.0,10,7.601329
-13.0,6,7.621428
0.0,16,7.682314
0.0,7,7.70574
-12.0,13,7.750082
-5.0,12,7.796251
0.0,9,7.821227
7.0,8,7.847547
0.0,11,7.882791
1.0,10,7.916712
0.0,11,7.950864
-1.0,16,8.001514
5.0,17,8.051111
-1.0,10,8.081548
0.0,11,8.107436
4.0,7,8.129888
0.0,8,8.151364
3.0,11,8.18082
7.0,11,8.213639
-4.0,23,8.360252
4.0,6,8.385041
-3.0,14,8.474167
-2.0,9,8.510819
8.0,12,8.551445
6.0,8,32.816478
2.0,9,32.840739
5.0,9,32.86771
8.0,10,32.892829
6.0,18,32.969716
6.0,10,33.000392
-2.0,10,33.035196
3.0,11,33.072262
7.0,9,33.105784
3.0,11,33.137044
-1.0,13,33.177038
2.0,13,33.219403
1.0,16,33.269749
0.0,12,33.30632
4.0,7,33.323496
-3.0,8,33.350321
4.0,12,33.438342
9.0,10,33.473445
-5.0,14,33.509194
3.0,9,33.543001
0.0,6,33.55863
8.0,13,33.605499
-7.0,11,33.644408
0.0,9,33.67028
-3.0,6,33.70153
-4.0,10,33.743428
9.0,14,33.790843
7.0,11,33.826946
-2.0,12,33.868601
-5.0,13,33.909018
9.0,10,33.937594
6.0,8,33.964632
-5.0,9,33.993856
-3.0,14,34.037154
3.0,10,34.068401
8.0,12,34.10308
7.0,9,34.134383
0.0,12,34.181252
5.0,7,34.212513
2.0,11,34.257548
7.0,9,34.266591
2.0,10,34.322027
4.0,8,34.345173
2.0,9,34.360187
0.0,14,34.407263
0.0,15,34.459857
0.0,13,34.500425
3.0,8,34.53168
-6.0,13,34.56293
1.0,14,34.61572
-9.0,13,34.67483
