#{"t_start": 1732804559.5576658, "env_id": "sokoban-wide-v0"}
r,l,t
-6.0,5,1.139295
-2.0,7,1.245293
-1.0,8,1.380295
-12.0,6,1.459294
4.0,6,1.561293
7.0,7,1.673622
6.0,5,1.807912
-6.0,8,1.910913
1.0,7,2.001917
-8.0,7,2.083462
-11.0,7,2.19746
-4.0,5,2.272461
-3.0,6,2.350469
0.0,5,2.454459
12.0,6,2.56447
0.0,6,2.659461
0.0,8,2.768462
7.0,8,2.874945
1.0,8,2.99094
3.0,5,3.04594
-5.0,6,3.152427
-6.0,5,3.240425
-4.0,5,3.300425
-5.0,6,3.371425
1.0,7,3.47256
4.0,6,3.560561
13.0,7,3.690627
-2.0,7,4.206569
0.0,5,4.270689
-8.0,6,4.372691
-8.0,6,4.447691
-13.0,5,4.511689
5.0,5,4.60469
-7.0,7,4.705692
2.0,6,4.78069
-5.0,6,4.8492
-10.0,12,5.0052
-19.0,6,5.084198
-3.0,5,5.138199
6.0,5,5.214208
4.0,9,5.32624
-9.0,5,5.407232
-4.0,5,5.544234
7.0,5,5.603235
-19.0,8,5.705232
-2.0,8,5.800738
-12.0,7,5.900741
2.0,6,5.970741
6.0,6,6.074812
1.0,5,6.147925
-1.0,6,6.22491
3.0,6,6.308915
2.0,6,6.374982
-8.0,6,6.444989
6.0,5,6.548913
8.0,6,6.643913
11.0,5,6.69953
4.0,6,6.757916
-14.0,8,6.885419
1.0,7,6.966421
6.0,9,7.07242
-2.0,8,7.240419
-3.0,5,7.34742
-4.0,7,7.480661
-15.0,7,7.593872
4.0,8,7.749876
-13.0,5,7.852391
4.0,5,7.951386
0.0,8,8.077387
4.0,5,8.164399
5.0,6,8.271458
-3.0,6,8.352386
-5.0,8,8.494386
-10.0,5,8.580389
8.0,5,8.695391
-1.0,7,8.839046
2.0,5,9.039696
-9.0,8,9.192696
0.0,5,9.296697
3.0,5,9.476788
4.0,6,9.639789
-1.0,5,9.715789
-13.0,6,9.813788
10.0,5,9.892312
6.0,5,9.987303
-1.0,5,10.091302
1.0,6,10.217557
0.0,5,10.340545
7.0,5,10.479544
-4.0,9,10.668552
-3.0,5,10.740547
5.0,5,10.834062
2.0,6,10.935817
-8.0,5,11.025805
5.0,6,11.142804
10.0,5,11.222806
-2.0,8,11.347807
-10.0,7,11.464805
-3.0,5,11.548812
7.0,7,11.661521
-5.0,8,11.761524
5.0,6,11.845703
2.0,9,11.9907
1.0,5,12.0497
2.0,7,12.1657
0.0,6,12.272702
1.0,6,12.364701
-13.0,7,12.551706
8.0,5,12.625702
-4.0,11,12.8037
-8.0,9,12.959472
1.0,5,13.031463
8.0,8,13.157464
-4.0,7,13.281463
-7.0,7,13.400464
3.0,5,13.468464
-4.0,9,13.610469
-15.0,7,13.746465
1.0,6,13.85497
-17.0,5,13.927969
-1.0,8,14.062972
-14.0,6,14.14397
-8.0,7,14.264015
-5.0,5,14.34418
-3.0,6,14.483181
5.0,7,14.609251
-7.0,7,14.718183
8.0,7,14.805182
8.0,6,14.890254
-10.0,7,15.070254
-15.0,7,15.184252
