#{"t_start": 1732804559.537657, "env_id": "sokoban-wide-v0"}
r,l,t
7.0,7,1.181401
6.0,6,1.275305
-6.0,6,1.373304
6.0,6,1.462302
-10.0,5,1.541303
4.0,6,1.631709
12.0,6,1.729634
4.0,10,1.926923
-2.0,5,1.982921
9.0,5,2.063478
-3.0,5,2.126471
-3.0,6,2.209469
-1.0,6,2.302469
5.0,6,2.413469
-3.0,5,2.482468
11.0,5,2.578474
1.0,9,2.712471
-11.0,5,2.782469
1.0,10,2.918951
-4.0,5,2.99495
-2.0,8,3.100435
-4.0,6,3.211437
17.0,5,3.281523
2.0,5,3.338434
-13.0,5,3.40503
8.0,9,3.529571
-4.0,6,3.62857
-25.0,6,3.728579
19.0,8,4.257576
1.0,5,4.356699
6.0,7,4.4337
9.0,6,4.514698
-3.0,5,4.611699
0.0,6,4.699701
-3.0,5,4.768711
7.0,9,4.866208
-2.0,6,4.947208
-12.0,7,5.032208
-3.0,8,5.138208
-6.0,5,5.202216
-5.0,6,5.290731
2.0,5,5.344242
1.0,5,5.423241
2.0,8,5.59924
9.0,6,5.670241
-1.0,6,5.747243
-2.0,5,5.802242
-8.0,7,5.910749
10.0,6,5.972749
0.0,10,6.130392
-17.0,5,6.201921
-5.0,6,6.27192
-3.0,5,6.349005
-1.0,5,6.405923
-2.0,5,6.460924
0.0,5,6.565923
1.0,8,6.683922
-10.0,6,6.746923
-2.0,6,6.818938
0.0,7,6.927428
12.0,7,7.003433
8.0,5,7.066428
3.0,8,7.182428
0.0,6,7.326429
-5.0,6,7.452429
-8.0,5,7.546882
8.0,7,7.659884
8.0,5,7.763887
-13.0,7,7.894402
-3.0,7,8.014396
1.0,6,8.126396
-5.0,7,8.252474
3.0,7,8.352396
-11.0,7,8.483395
-15.0,6,8.580399
-3.0,5,8.679398
4.0,6,8.820396
5.0,5,8.893704
-8.0,6,9.151704
2.0,5,9.254712
-9.0,5,9.326705
-15.0,7,9.585795
-4.0,6,9.704797
25.0,5,9.772799
5.0,7,9.893322
12.0,5,9.984325
-6.0,6,10.085312
-1.0,6,10.227454
10.0,5,10.354554
0.0,8,10.542552
9.0,5,10.655551
0.0,6,10.756552
2.0,7,10.881073
-2.0,7,10.998813
1.0,5,11.102827
9.0,7,11.224818
10.0,6,11.309877
5.0,6,11.409817
10.0,7,11.522817
5.0,5,11.606531
-2.0,6,11.70353
-6.0,6,11.774532
3.0,9,11.902715
-12.0,5,11.99171
11.0,6,12.067709
-7.0,6,12.165711
1.0,6,12.277771
6.0,6,12.366711
-3.0,8,12.567715
-3.0,7,12.689709
-3.0,7,12.797709
-1.0,6,12.872214
-8.0,5,12.974481
-4.0,6,13.070472
7.0,5,13.13649
4.0,7,13.251473
5.0,6,13.356477
17.0,5,13.445474
-10.0,8,13.553474
12.0,5,13.645472
-5.0,6,13.760473
5.0,6,13.863996
-8.0,8,14.002978
-6.0,5,14.079983
0.0,5,14.14898
-9.0,8,14.280029
-3.0,8,14.41819
-7.0,5,14.534189
-1.0,5,14.627268
-3.0,7,14.735198
-3.0,7,14.82119
0.0,6,14.902263
-2.0,6,15.031262
10.0,8,15.200261
11.0,5,15.300263
8.0,8,15.447414
1.0,6,15.543335
-8.0,7,15.675005
-11.0,8,15.808524
4.0,5,15.898863
