#{"t_start": 1732804559.5406578, "env_id": "sokoban-wide-v0"}
r,l,t
9.0,7,1.179304
-15.0,7,1.286302
0.0,5,1.371303
-4.0,7,1.473301
-4.0,5,1.55031
3.0,6,1.652631
5.0,7,1.816921
4.0,6,1.89792
-2.0,8,2.004922
12.0,6,2.078468
7.0,7,2.18647
1.0,5,2.25247
-2.0,5,2.328477
-7.0,6,2.438468
-10.0,6,2.527535
-9.0,6,2.64747
4.0,7,2.738468
4.0,9,2.85995
13.0,6,2.942019
8.0,6,3.026948
-7.0,5,3.097435
6.0,5,3.195436
11.0,5,3.266435
3.0,6,3.337433
-5.0,8,3.442568
-1.0,6,3.52757
-1.0,5,3.601572
-4.0,5,3.704636
0.0,6,4.209585
-3.0,9,4.353698
4.0,10,4.4737
0.0,5,4.557698
-5.0,7,4.671698
-1.0,6,4.750698
-3.0,6,4.819207
-5.0,5,4.880207
8.0,6,4.954207
-11.0,5,5.020208
9.0,5,5.084205
4.0,9,5.20022
3.0,5,5.275205
15.0,7,5.36624
0.0,7,5.511239
6.0,8,5.628244
4.0,6,5.71024
2.0,7,5.789241
-10.0,6,5.886749
-4.0,6,5.945749
-17.0,7,6.04175
-3.0,5,6.128455
4.0,7,6.225921
-6.0,6,6.30892
6.0,7,6.387922
7.0,6,6.458922
5.0,7,6.610921
2.0,5,6.670921
2.0,5,6.724921
1.0,5,6.772923
-6.0,6,6.85543
4.0,6,6.952427
-6.0,6,7.016428
20.0,7,7.097429
9.0,6,7.189429
-2.0,6,7.357427
9.0,7,7.491432
-3.0,5,7.569948
7.0,6,7.676884
-8.0,5,7.785887
12.0,5,7.8794
-4.0,7,7.999395
22.0,6,8.108396
-11.0,6,8.221398
4.0,6,8.309395
4.0,6,8.392396
-4.0,6,8.508394
2.0,8,8.660399
2.0,9,8.851904
8.0,7,9.102705
-4.0,5,9.194704
2.0,7,9.324704
-2.0,7,9.584794
0.0,9,9.741798
-8.0,5,9.825796
-7.0,5,9.905312
7.0,6,10.015308
-3.0,7,10.17531
3.0,5,10.259617
1.0,6,10.45055
-5.0,5,10.540552
-2.0,5,10.65355
0.0,6,10.753552
7.0,5,10.845071
-9.0,5,10.928828
-10.0,5,11.00983
13.0,8,11.169813
-1.0,7,11.277815
25.0,7,11.394816
10.0,7,11.507815
-4.0,7,11.621531
7.0,6,11.712531
14.0,5,11.772533
-12.0,7,11.87271
-5.0,5,11.934714
0.0,6,12.041709
5.0,6,12.132709
15.0,6,12.230712
1.0,5,12.319775
0.0,5,12.393715
-8.0,7,12.576713
4.0,7,12.717708
-2.0,6,12.794708
-2.0,5,12.859213
6.0,5,12.946475
-1.0,5,13.023471
5.0,5,13.107471
7.0,6,13.204473
-4.0,6,13.311471
9.0,5,13.396471
4.0,5,13.467473
-10.0,5,13.535474
6.0,5,13.621537
4.0,5,13.726473
12.0,6,13.834471
1.0,6,13.918988
-3.0,5,14.012976
-4.0,6,14.108057
7.0,8,14.220487
-1.0,6,14.319257
-15.0,6,14.448192
0.0,6,14.57019
4.0,7,14.694253
8.0,6,14.768189
