#{"t_start": 1733914656.501209, "env_id": "None"}
r,l,t
2.0,5,0.562613
3.0,5,0.562613
17.0,5,0.562613
22.5,6,0.625191
24.5,6,0.625191
8.5,6,0.625191
18.5,6,0.625191
6.5,6,0.625191
8.5,6,0.625191
8.5,6,0.625191
7.5,6,0.625191
8.0,7,0.693789
23.0,7,0.693789
6.0,7,0.693789
13.0,7,0.693789
15.0,7,0.693789
16.5,10,0.74066
9.0,11,0.756282
10.0,5,0.756282
12.0,5,0.756282
31.5,6,0.771839
16.5,12,0.771839
11.0,7,0.771839
31.5,6,0.771839
14.0,5,0.771839
-3.0,7,0.91246
32.0,7,0.91246
-1.0,7,0.928169
15.5,8,0.928169
0.5,14,0.928169
13.5,8,0.943714
7.5,8,0.943714
10.5,6,1.084404
3.5,6,1.303163
2.5,10,1.303163
14.0,5,1.303163
13.5,6,1.303163
6.5,6,1.412529
13.0,13,1.412529
-1.5,8,1.803502
16.5,14,1.803502
13.0,7,1.818832
-1.0,9,1.818832
2.0,7,1.818832
10.5,6,1.818832
19.0,5,1.818832
11.0,5,2.178597
4.5,10,2.178597
6.5,10,2.178597
14.0,5,2.178597
16.0,5,2.178597
1.5,8,2.194231
7.0,9,2.194231
0.5,6,2.209887
17.5,10,2.209887
5.0,5,2.272418
0.0,9,2.272418
12.0,5,2.272418
17.0,5,2.272418
17.0,5,2.272418
-1.5,20,2.272418
2.5,8,2.4286
8.5,6,2.4286
6.5,10,2.506794
12.0,5,2.506794
12.0,5,2.506794
2.5,6,2.601152
10.5,8,2.601152
3.0,5,2.679787
18.0,5,2.679787
1.5,6,2.679787
1.5,10,2.695436
16.0,7,2.695436
5.0,5,2.695436
19.0,5,2.695436
6.5,6,2.711174
17.0,5,2.711174
18.5,6,2.711174
26.0,5,2.742372
12.0,5,2.742372
5.0,5,3.492298
13.5,8,3.492298
13.0,5,3.492298
17.0,7,3.507946
11.0,9,3.507946
4.0,13,3.523549
29.0,5,3.523549
18.0,5,3.523549
13.0,5,3.523549
32.0,5,3.539176
8.5,6,3.539176
19.5,10,3.539176
4.5,6,3.570944
13.5,8,3.570944
7.0,9,3.586454
12.5,6,3.586454
-0.5,8,3.617749
0.0,17,3.617749
12.5,6,3.617749
14.0,7,3.805283
21.0,5,3.805283
18.5,6,3.805283
12.0,9,3.820906
6.5,6,3.820906
8.5,6,3.820906
12.0,5,3.820906
3.5,8,3.85216
9.0,5,3.85216
11.0,7,3.85216
4.5,6,3.867728
19.0,5,3.883344
14.5,6,3.883344
7.0,11,3.883344
36.5,8,3.883344
12.5,6,3.898965
12.0,9,3.898965
15.0,5,3.898965
13.0,5,3.914588
26.0,7,3.930215
2.5,6,3.930215
7.5,8,4.100173
2.5,10,4.100173
12.0,7,4.100173
23.0,5,4.100173
7.0,7,4.256681
16.5,10,4.36132
10.0,13,4.36132
3.0,7,4.36132
11.5,6,4.36132
18.5,6,4.386974
3.5,10,4.386974
4.5,10,4.386974
5.0,7,4.386974
5.0,13,4.419487
14.5,6,4.419487
8.0,9,4.419487
17.0,5,4.440999
13.0,5,4.440999
3.0,11,4.466478
9.5,6,4.466478
2.0,5,4.503964
27.0,5,4.503964
4.5,10,4.534324
13.5,6,4.534324
8.0,7,4.534324
10.5,6,4.603777
10.5,6,4.603777
-3.0,9,4.603777
0.0,29,4.603777
3.0,13,4.603777
10.0,7,4.646927
4.5,6,4.648021
5.0,5,4.648021
20.5,6,4.648021
8.5,6,4.648021
7.5,8,4.659125
8.0,5,4.659125
9.5,6,4.659125
6.0,5,4.690638
9.0,5,4.690638
5.5,6,4.690638
7.5,12,4.716049
10.0,5,4.716049
20.5,6,4.716049
13.0,5,4.768147
2.5,6,4.768147
9.5,6,4.768147
9.0,7,4.835544
4.5,6,4.835544
16.5,8,4.835544
15.0,7,4.885063
9.0,5,4.885063
6.5,8,4.885063
0.0,7,4.885063
2.5,10,4.906451
11.5,6,4.906451
9.0,7,4.918727
9.5,8,4.918727
21.5,6,4.926971
14.0,5,4.927984
13.5,6,4.927984
9.0,7,4.945465
14.5,10,4.945465
5.5,6,4.960794
6.5,12,4.961794
4.5,6,4.961794
8.0,5,4.988437
-5.5,8,4.988437
13.5,6,4.988437
10.0,5,4.988437
-1.5,8,4.988437
18.0,13,5.004779
15.5,8,5.140742
10.0,9,5.140742
4.0,5,5.140742
12.0,9,5.152099
8.0,7,5.152099
17.5,8,5.169433
19.0,5,5.169433
11.5,8,5.190912
-2.5,6,5.190912
6.0,11,5.190912
11.0,5,5.190912
4.0,7,5.190912
6.0,7,5.190912
2.0,5,5.190912
41.0,3,5.242821
8.0,7,5.242821
14.0,7,5.242821
13.5,10,5.242821
6.0,7,5.262049
10.5,6,5.262049
17.0,7,5.277221
9.0,5,5.277221
-4.5,6,5.277221
7.5,10,5.296676
10.0,5,5.296676
7.0,7,5.296676
18.5,6,5.313153
17.0,7,5.323306
12.0,5,5.324325
15.5,8,5.346079
31.5,8,5.346079
13.0,5,5.346079
18.5,8,5.346079
6.5,6,5.346079
9.5,14,5.346079
5.0,7,5.365523
10.0,5,5.365523
11.0,7,5.365523
18.5,6,5.38181
11.0,7,5.38181
9.5,6,5.401285
15.0,15,5.438534
16.0,7,5.439535
2.5,12,5.439535
24.0,5,5.439535
22.5,8,5.439535
24.0,5,5.487618
25.5,8,5.487618
14.0,5,5.908041
6.0,7,5.908041
10.5,6,5.908041
6.5,6,5.908041
20.0,7,5.954207
28.0,5,5.954207
15.5,6,5.954207
13.5,6,5.985488
20.0,9,6.034895
15.5,6,6.034895
11.5,6,6.106499
25.0,9,6.106499
12.0,7,6.447519
7.0,5,6.447519
5.5,6,6.604489
16.5,6,6.604489
-4.5,14,6.604489
12.0,7,6.604489
11.5,8,6.604489
8.0,9,11.167541
13.5,6,11.167541
23.5,8,11.187847
6.5,6,11.195991
13.5,8,11.195991
5.0,11,11.195991
2.5,8,11.273742
23.5,6,11.273742
-3.5,16,11.273742
8.5,6,11.273742
2.0,5,11.302194
10.5,6,11.302194
14.0,5,11.302194
14.0,5,11.302194
12.0,5,11.344941
17.0,11,11.34594
16.0,7,11.370764
8.5,6,11.370764
14.5,14,11.370764
19.0,5,11.437415
15.0,5,11.437415
8.0,9,11.551332
9.5,6,11.568091
14.5,6,11.56909
9.0,5,11.56909
22.0,5,11.56909
9.0,5,11.56909
9.0,7,11.56909
4.0,9,11.66428
17.0,5,11.66428
15.5,8,11.695851
6.0,9,11.750964
7.0,7,11.750964
17.5,6,11.750964
4.5,6,11.80725
5.0,7,11.80725
14.0,7,11.80725
2.0,19,11.883624
9.5,6,11.883624
18.5,6,11.883624
27.5,6,11.883624
6.0,7,11.883624
10.5,8,11.963569
8.5,8,11.963569
4.0,7,11.963569
10.5,8,11.999639
8.5,12,12.065026
35.5,6,12.065026
13.5,6,12.065026
2.0,15,12.065026
4.0,5,12.107381
10.0,5,12.107381
-8.0,5,12.107381
3.5,12,12.154579
2.0,23,12.154579
4.5,8,12.154579
7.0,5,12.201174
11.0,5,12.201174
8.0,7,12.201174
11.5,6,12.227785
14.0,9,12.254352
-2.0,5,12.254352
13.0,5,12.254352
5.5,14,12.289521
3.0,13,12.289521
11.5,6,12.289521
1.5,8,12.3117
19.0,5,12.3117
9.0,7,12.3117
14.5,6,12.3117
25.5,6,12.3117
6.0,5,12.361951
15.5,6,12.887096
18.0,7,15.06478
9.0,17,15.06478
1.5,8,15.06478
16.5,8,15.06478
9.0,5,15.103584
10.0,7,15.103584
-2.5,10,15.103584
5.5,6,15.189306
20.0,7,15.189306
4.5,6,15.214513
1.5,8,15.215578
8.5,6,15.215578
21.5,6,15.215578
11.5,8,15.215578
13.0,7,15.215578
14.5,6,15.255312
6.0,7,15.255312
6.0,5,15.255312
0.5,8,15.28212
12.0,5,15.28212
13.0,5,15.28212
3.5,6,15.362923
15.0,5,15.362923
-6.0,23,15.362923
18.5,6,15.415149
13.5,6,15.468242
6.0,7,15.468242
29.0,5,15.468242
3.0,5,15.534726
3.0,5,15.534726
14.5,6,15.534726
4.0,7,15.579872
-1.5,8,15.579872
5.5,10,15.579872
11.0,7,15.637546
4.0,5,15.637546
15.0,5,15.637546
13.5,6,15.637546
3.5,8,15.637546
16.5,6,15.637546
11.5,6,15.703671
9.5,10,15.751786
10.5,8,15.751786
15.0,11,15.84
3.0,5,15.84
0.0,7,15.848144
9.5,6,15.848144
16.0,7,15.848144
5.0,5,15.848144
10.0,9,15.8791
3.0,7,15.8791
19.5,8,15.8791
5.0,5,15.8791
14.0,5,15.899671
18.5,6,15.899671
9.5,6,15.899671
10.0,7,15.899671
7.0,5,15.93518
12.0,7,15.93518
20.0,5,16.269794
24.0,5,16.269794
8.0,5,16.475656
0.5,10,16.475656
25.0,9,16.475656
8.5,6,21.00763
3.5,10,21.008635
7.5,6,21.008635
26.0,5,21.008635
7.0,5,21.033928
2.5,6,21.033928
25.0,5,21.033928
8.0,5,21.033928
12.0,7,21.033928
9.0,7,21.056362
19.0,5,21.057375
19.0,5,21.073249
10.0,5,21.192488
11.0,5,21.239447
31.5,10,21.239447
8.5,8,21.239447
6.5,6,21.239447
12.5,8,21.27575
2.5,6,21.27575
12.0,5,21.27575
12.0,5,21.27575
13.5,6,21.27575
8.0,5,21.27575
-3.5,14,21.27575
16.5,6,21.27575
15.0,5,21.291759
-1.0,7,21.320965
1.0,9,21.480335
22.0,5,21.480335
8.0,11,21.480335
12.0,7,21.587945
23.5,6,21.587945
9.5,6,21.607415
13.0,9,21.607415
22.5,6,21.607415
5.0,7,21.627055
23.0,7,21.627055
22.0,9,21.645565
1.5,12,21.645565
13.5,8,21.645565
11.0,7,21.645565
9.0,7,21.668507
9.0,9,21.668507
10.0,5,21.668507
-11.5,20,21.685856
4.5,6,21.685856
10.5,6,21.737118
26.0,5,21.737118
21.5,6,21.737118
27.0,3,21.737118
24.5,12,21.752504
12.0,13,21.752504
12.5,8,21.752504
9.5,6,21.76394
18.0,7,21.76394
20.0,5,21.76394
8.5,6,21.76394
6.0,9,21.877336
10.0,5,21.877336
-1.0,5,21.95246
11.0,7,21.95246
6.5,8,21.993456
19.0,5,21.993456
13.5,6,21.993456
1.0,7,22.048609
12.5,8,22.048609
13.0,9,22.048609
13.0,7,22.048609
19.0,5,22.048609
11.0,7,22.155807
4.0,7,22.155807
18.0,7,22.21173
21.0,5,22.263585
16.5,6,22.263585
-2.0,5,22.263585
5.5,6,22.263585
7.0,9,22.296579
-1.5,14,22.296579
7.0,9,22.296579
18.0,5,22.296579
7.0,5,22.296579
26.5,6,22.32222
15.0,5,22.32222
-6.5,24,22.410511
7.5,6,22.410511
22.5,6,22.410511
9.0,7,22.439822
10.0,5,22.439822
12.0,5,22.469995
0.5,8,22.495996
1.5,8,22.495996
-3.0,19,22.495996
1.0,9,22.495996
18.5,6,22.558268
18.0,5,22.558268
15.5,6,22.558268
-0.5,6,22.626263
10.0,7,22.627253
-15.0,9,22.64053
7.5,10,22.753692
12.0,7,22.753692
17.5,8,22.837839
14.5,6,22.838767
22.5,6,22.838767
5.0,13,22.864767
13.0,7,22.864767
7.0,7,22.864767
10.0,5,22.864767
9.5,10,22.864767
5.5,6,22.864767
8.0,7,22.89603
18.0,9,22.897023
-0.5,6,22.927031
9.0,5,22.970215
-2.0,13,22.970215
9.0,13,22.970215
9.0,5,22.970215
18.5,8,22.970215
4.5,16,22.999493
2.0,17,22.999493
12.5,6,23.028486
13.0,5,23.028486
22.0,5,23.028486
14.0,11,23.028486
30.5,6,23.070256
-3.0,7,23.070256
9.0,7,23.070256
8.0,5,23.085825
10.5,8,23.227054
29.0,3,23.227054
12.0,9,23.266139
17.5,6,23.266139
19.0,5,23.266139
18.0,5,23.293575
23.5,6,23.293575
7.0,11,23.293575
3.5,6,23.309972
-2.0,9,23.309972
-2.0,9,23.309972
22.0,9,23.309972
3.5,6,23.309972
9.0,11,23.309972
10.5,8,23.309972
20.0,5,23.309972
22.0,5,23.352049
18.5,6,23.390194
18.0,5,23.390194
7.0,5,23.39119
-0.5,14,23.434438
13.0,7,23.457578
4.0,13,23.457578
25.0,5,23.49079
19.0,5,23.49079
13.5,6,23.49079
14.0,5,23.587598
33.0,7,23.587598
11.0,7,23.587598
-2.5,14,23.587598
21.0,7,23.587598
11.5,6,23.587598
15.5,8,23.627872
20.5,6,23.627872
12.5,8,23.627872
9.5,8,23.627872
15.5,6,23.646658
0.0,11,23.664624
1.5,6,23.664624
17.5,8,23.664624
16.0,7,23.686265
0.5,12,23.686265
3.0,7,23.709244
3.0,7,23.709244
14.0,5,23.709244
15.5,6,23.762071
26.5,6,23.762071
3.5,6,23.762071
3.5,8,23.762071
10.0,5,23.762071
11.5,6,23.762071
-0.5,6,23.780367
-3.0,7,23.780367
25.5,6,23.780367
-0.5,6,23.780367
-4.0,7,23.89927
-2.5,24,23.89927
9.0,5,23.89927
3.5,8,24.040601
30.0,5,24.040601
6.0,7,24.040601
-1.5,8,24.21294
-0.5,6,24.21294
18.0,7,24.21294
9.5,6,24.21294
17.5,10,24.21294
10.5,6,24.387544
2.0,7,24.387544
22.5,8,24.387544
8.0,7,24.410067
2.5,12,24.433476
8.0,9,24.433476
3.5,8,24.433476
-4.5,8,24.433476
5.5,6,24.476896
16.5,6,24.476896
15.5,6,24.502523
15.0,5,24.502523
1.0,7,24.56299
30.5,6,24.56299
25.5,6,24.56299
5.5,6,24.581272
6.5,8,24.581272
8.0,5,24.581272
3.5,6,24.581272
11.0,5,24.600575
23.5,10,24.600575
0.0,5,24.656876
14.5,6,24.656876
11.0,9,24.656876
16.0,7,24.690693
16.5,6,24.730016
-4.0,17,24.730016
21.5,6,24.730016
15.0,9,24.770798
19.0,5,24.770798
6.5,8,24.770798
10.0,5,24.770798
8.5,6,24.770798
11.0,13,24.802835
23.5,6,24.802835
-1.0,7,24.802835
14.0,7,24.802835
10.0,5,24.888082
5.0,7,24.930088
7.5,6,24.930088
38.5,5,24.930088
12.5,14,24.930088
11.5,6,24.930088
10.5,8,24.946655
5.0,9,24.946655
12.0,5,24.946655
11.0,5,24.968332
14.0,5,24.968332
1.0,7,24.99388
2.0,5,24.99388
9.5,6,24.99388
21.5,6,25.032926
4.0,9,25.032926
2.0,5,25.032926
10.0,7,25.032926
18.5,6,25.061941
12.5,6,25.061941
9.0,9,25.061941
10.5,8,25.061941
2.5,6,25.061941
20.0,9,25.084586
11.0,5,25.084586
7.0,5,25.084586
13.0,7,25.099998
15.5,8,25.099998
10.0,7,25.099998
16.5,6,25.210445
23.5,12,25.210445
21.0,5,25.29833
13.0,7,25.29833
9.0,5,25.361958
20.5,6,25.361958
-1.0,11,25.436513
30.5,6,25.494006
7.0,7,25.494006
15.5,8,25.494006
14.5,6,25.494006
5.5,6,25.619732
8.0,9,25.619732
4.0,11,25.619732
22.0,5,25.619732
13.5,6,25.619732
24.0,5,25.72315
15.0,9,25.72315
13.0,7,25.72315
8.5,6,25.72315
3.5,10,25.73714
5.0,5,25.73714
33.5,6,25.73714
21.5,6,25.752139
4.0,11,25.76515
8.0,5,25.76515
22.0,5,25.76515
14.0,13,25.784217
14.5,6,25.82023
14.0,5,25.82023
-0.5,6,25.82023
18.0,7,25.82023
14.5,6,25.82023
16.5,6,25.82023
3.0,9,25.851249
21.0,5,25.851249
8.5,6,25.851249
8.0,7,25.851249
-2.5,6,25.866704
16.5,8,26.123538
8.5,8,26.123538
13.5,10,26.123538
10.5,6,26.123538
3.0,7,26.411482
12.0,5,26.411482
12.0,5,26.411482
4.0,5,26.411482
19.0,5,26.411482
12.5,6,26.5715
4.5,10,26.5715
19.0,5,26.5715
10.5,8,26.5715
23.5,6,26.69114
9.5,8,26.69114
-2.0,9,26.69114
10.0,7,26.69114
6.0,5,26.707144
7.5,8,26.742149
6.0,7,26.743151
15.0,5,26.898078
13.0,9,26.898078
11.0,7,26.898078
7.0,5,26.898078
13.0,5,26.921715
3.0,5,26.921715
-2.0,5,26.921715
18.0,5,26.921715
23.0,5,26.938078
12.0,9,26.938078
12.0,9,26.938078
3.5,8,26.954581
22.5,6,26.954581
16.0,7,26.978939
20.0,7,26.978939
20.0,5,26.998715
1.0,7,27.01292
15.0,7,27.01292
19.5,6,27.01292
21.0,7,27.063716
20.5,6,27.063716
4.5,12,27.063716
17.5,6,27.063716
4.0,7,27.063716
14.0,5,27.169717
2.5,6,27.169717
9.5,6,27.169717
12.0,5,27.202871
12.5,6,27.202871
26.0,5,27.202871
-2.0,9,27.259223
2.0,15,27.259223
18.5,8,27.259223
0.5,12,27.259223
12.0,5,27.27651
10.5,6,27.27651
14.5,6,28.397878
2.0,5,28.397878
15.5,6,28.473354
33.0,5,28.473354
7.5,12,28.473354
18.5,6,28.473354
8.0,7,28.473354
3.0,5,28.4883
11.0,7,28.503621
8.5,6,28.503752
14.0,5,28.503752
2.5,8,28.503752
12.0,5,28.534638
3.5,8,28.534638
10.5,6,28.534638
13.0,7,28.534638
14.0,5,28.553986
4.0,5,28.570276
23.5,8,28.570276
10.0,5,28.570276
7.0,9,28.608433
9.5,6,28.608433
16.0,5,28.608433
19.0,7,28.608433
16.5,6,28.62602
7.0,5,28.62602
8.5,6,28.62602
9.5,8,28.62602
17.0,5,28.62602
16.0,5,28.62602
-2.0,15,28.689363
21.0,5,28.689363
10.5,6,28.689363
7.0,9,28.690365
11.0,7,28.823798
14.5,8,28.842209
1.5,6,28.842209
9.0,5,28.842209
10.5,6,28.842209
4.5,6,28.842209
12.5,14,28.842209
-4.0,17,28.902936
20.0,5,28.902936
7.0,7,28.902936
23.5,6,28.902936
13.5,6,28.902936
3.0,9,28.902936
9.5,6,28.902936
4.5,6,28.93272
8.0,5,29.000912
1.0,9,29.000912
13.0,5,29.033674
6.5,10,29.033674
5.0,5,29.033674
9.0,5,29.033674
19.0,5,29.088507
11.5,10,29.088507
22.0,5,29.088507
14.5,6,29.088507
28.0,5,29.088507
20.0,5,29.088507
11.5,6,29.102831
15.0,11,29.102831
11.0,5,29.102831
0.5,8,29.114104
17.0,7,29.114104
9.5,8,29.131366
7.5,6,29.145854
10.5,6,29.145854
15.0,5,29.145854
5.5,22,29.17898
10.5,6,29.17898
9.5,6,29.195514
3.5,12,29.195514
2.0,5,29.195514
1.0,7,29.217247
12.5,6,29.217247
15.0,5,29.217247
12.5,8,29.217247
1.0,9,29.271782
10.0,9,29.271782
12.0,5,29.271782
2.5,10,29.36771
3.0,5,29.36771
11.0,11,29.36771
23.5,6,29.368704
7.0,5,29.368704
-2.0,7,29.368704
-2.5,10,29.411569
9.0,5,29.411569
13.5,10,29.432273
12.5,8,29.432273
6.0,7,29.432273
6.5,6,29.432273
24.0,7,29.448059
13.5,16,29.469772
-2.5,6,29.469772
4.0,11,29.469772
9.0,5,29.501695
8.0,7,29.501695
3.0,7,29.501695
14.0,17,29.514209
10.5,6,29.514209
13.5,6,29.514209
16.5,6,29.514209
13.0,7,29.520385
14.5,6,29.535737
11.0,7,29.535737
1.0,9,29.56494
11.0,5,29.56494
6.5,8,29.56494
7.0,7,29.56494
32.0,5,29.586373
16.5,8,29.586373
14.0,5,29.586373
11.5,8,29.586373
12.0,7,29.848538
26.0,5,29.848538
11.0,5,29.848538
4.5,6,29.849048
1.0,15,29.849048
16.5,8,29.849048
