#{"t_start": 1731951706.1000116, "env_id": "sokoban-narrow-v0"}
r,l,t
8.0,9,0.919605
14.0,5,0.923606
-1.0,7,0.929681
-3.0,9,0.937606
-8.0,7,0.945604
-8.0,5,0.950604
7.0,6,0.956604
1.0,6,0.962604
12.0,6,0.967604
1.0,7,0.973606
-5.0,6,0.979603
-11.0,7,0.986604
2.0,5,0.991603
4.0,5,0.995603
-10.0,7,1.002603
0.0,8,1.009604
5.0,7,1.014605
-1.0,7,1.019604
-10.0,10,1.028603
2.0,6,1.034603
-2.0,7,1.041004
-6.0,9,1.048527
-6.0,6,1.053527
2.0,5,1.058527
-13.0,6,1.064526
-2.0,8,1.071597
3.0,8,1.077591
-2.0,6,1.083596
5.0,5,1.08861
-11.0,12,1.096529
5.0,6,1.101529
-1.0,10,1.120599
9.0,8,1.126593
6.0,6,1.130602
11.0,6,1.13553
1.0,11,1.143529
-3.0,6,1.147529
-4.0,8,1.153529
16.0,9,1.15953
4.0,9,1.165527
-22.0,6,1.170527
1.0,13,1.178527
-2.0,7,1.183527
1.0,8,1.196527
13.0,7,1.201527
4.0,8,1.207527
12.0,5,1.211527
1.0,6,1.215526
-16.0,6,1.219526
-11.0,5,1.223526
11.0,6,1.227527
0.0,6,1.234595
-1.0,7,1.239592
3.0,6,1.243609
5.0,9,1.2496
1.0,5,1.253592
-8.0,8,1.259529
-4.0,7,1.264526
5.0,7,1.269526
12.0,11,1.276527
3.0,7,1.282526
-7.0,7,1.288527
-4.0,5,1.293526
-8.0,7,1.299527
1.0,11,1.307527
3.0,9,1.313526
4.0,7,1.318527
-1.0,7,1.323527
4.0,7,1.329593
-13.0,6,1.334608
-4.0,11,1.343599
0.0,9,1.351599
5.0,6,1.356594
17.0,5,1.361603
-2.0,6,1.366593
6.0,9,1.374527
-2.0,7,1.379526
-1.0,7,1.385526
11.0,7,1.390527
5.0,6,1.394526
-3.0,5,1.400527
-2.0,12,1.410527
1.0,6,1.414526
-6.0,6,1.418527
-1.0,7,1.423526
1.0,12,1.432527
-7.0,6,1.436526
-2.0,9,1.442526
-2.0,10,1.450598
18.0,7,1.45753
1.0,6,1.461529
5.0,5,1.467529
7.0,10,1.474529
-6.0,9,1.481605
2.0,6,1.485604
-5.0,8,1.491604
-4.0,7,1.495609
2.0,6,1.500529
-9.0,5,1.504528
-11.0,11,1.513607
7.0,7,1.519612
-4.0,8,1.526606
-1.0,9,1.534612
-7.0,7,1.540613
0.0,6,1.545605
-6.0,12,1.555529
9.0,6,1.56053
-3.0,6,1.56453
-13.0,5,1.56853
7.0,7,1.573529
7.0,12,1.582529
14.0,8,1.58853
-16.0,7,1.593529
-1.0,6,1.59753
-14.0,9,1.60453
4.0,6,1.60853
9.0,10,1.61553
11.0,7,1.62053
-9.0,7,1.626529
-1.0,6,1.630529
0.0,7,1.635529
-1.0,8,1.642586
-9.0,7,1.648592
3.0,9,1.65653
-12.0,5,1.66053
-4.0,7,1.665529
2.0,7,1.671529
-9.0,7,1.676529
-7.0,5,1.681604
-3.0,9,1.689534
-5.0,6,1.693533
7.0,7,1.698532
2.0,7,1.704531
-11.0,5,1.708529
-8.0,9,1.714078
1.0,7,1.719589
15.0,7,1.724595
