#{"t_start": 1732804559.5716562, "env_id": "sokoban-wide-v0"}
r,l,t
1.0,5,1.128305
-2.0,5,1.199308
0.0,8,1.325309
-10.0,7,1.436303
-1.0,5,1.511312
4.0,9,1.661638
0.0,7,1.817921
0.0,7,1.909923
-5.0,6,1.989928
-15.0,7,2.072471
-7.0,9,2.212471
-1.0,5,2.288469
-5.0,5,2.384469
2.0,8,2.515474
4.0,6,2.624471
-11.0,7,2.713469
-3.0,6,2.797035
-6.0,6,2.878953
7.0,8,2.98995
-7.0,5,3.05195
9.0,7,3.188437
7.0,7,3.276435
5.0,7,3.359434
-13.0,5,3.433572
12.0,5,3.502579
-2.0,6,3.603571
-10.0,7,3.715579
-1.0,6,4.217577
-11.0,5,4.309699
-3.0,5,4.3707
-2.0,7,4.457698
7.0,5,4.5527
-2.0,6,4.6457
6.0,5,4.7047
-3.0,6,4.782204
3.0,6,4.85621
-6.0,5,4.917209
-18.0,6,4.993283
1.0,5,5.063209
-8.0,5,5.117208
-6.0,7,5.216284
-3.0,5,5.282242
-6.0,9,5.44524
1.0,9,5.591245
12.0,6,5.670242
-3.0,5,5.732242
12.0,5,5.789752
-1.0,7,5.88875
-9.0,6,5.95875
-4.0,6,6.062752
-2.0,6,6.14593
-1.0,6,6.223923
-6.0,6,6.308975
1.0,8,6.399923
1.0,6,6.483922
1.0,5,6.593923
-3.0,5,6.653922
-4.0,5,6.707922
-9.0,10,6.84743
16.0,6,6.925429
5.0,6,6.989429
-5.0,8,7.087429
-10.0,8,7.262431
-8.0,8,7.426429
3.0,5,7.518882
3.0,6,7.61395
-4.0,7,7.766887
23.0,5,7.853401
-7.0,5,7.950397
-14.0,5,8.025398
3.0,7,8.159399
3.0,5,8.244398
4.0,7,8.341396
-9.0,6,8.455396
5.0,5,8.539399
-8.0,6,8.660398
1.0,6,8.799398
0.0,7,9.027706
-7.0,5,9.137704
1.0,5,9.241705
4.0,5,9.346712
-14.0,5,9.508801
-12.0,8,9.689798
-14.0,9,9.837312
2.0,6,9.93831
-9.0,7,10.080311
6.0,6,10.205637
5.0,6,10.375551
16.0,8,10.540551
0.0,5,10.65656
-10.0,8,10.786553
4.0,8,10.925827
1.0,6,11.037817
-4.0,6,11.142814
