#{"t_start": 1732804559.5386586, "env_id": "sokoban-wide-v0"}
r,l,t
-5.0,7,1.181303
-11.0,5,1.260301
5.0,6,1.346303
1.0,10,1.503301
5.0,7,1.618706
-2.0,6,1.71563
-7.0,5,1.84592
-7.0,6,1.926921
-5.0,8,2.029924
-4.0,6,2.095546
2.0,5,2.188469
-2.0,6,2.271467
-1.0,6,2.358476
8.0,6,2.470467
4.0,6,2.577472
-5.0,8,2.699468
-7.0,7,2.796535
0.0,8,2.907951
-7.0,6,2.993948
-10.0,5,3.052947
-4.0,6,3.141434
-6.0,6,3.256433
-11.0,9,3.364432
-19.0,5,3.43057
-9.0,5,3.503567
-2.0,7,3.602571
7.0,5,3.706635
-2.0,6,4.210585
-2.0,6,4.286696
5.0,7,4.399698
-7.0,5,4.463698
8.0,5,4.527696
-7.0,7,4.647697
9.0,8,4.767709
3.0,5,4.820207
7.0,7,4.913214
-24.0,9,5.021207
-1.0,7,5.113206
3.0,6,5.175206
1.0,7,5.290231
9.0,8,5.397239
8.0,7,5.560242
-2.0,6,5.629244
-7.0,8,5.73624
-1.0,5,5.79024
1.0,7,5.900748
-4.0,5,5.947748
4.0,5,6.008748
3.0,5,6.100749
2.0,9,6.22692
3.0,5,6.294918
-7.0,7,6.37692
-7.0,6,6.447921
-4.0,6,6.564922
-2.0,6,6.65592
-2.0,5,6.71492
0.0,6,6.774922
2.0,5,6.845428
11.0,6,6.944426
-9.0,5,6.99343
1.0,6,7.066428
12.0,7,7.159426
-4.0,5,7.290428
9.0,5,7.408427
13.0,5,7.49243
-11.0,6,7.584967
-8.0,6,7.693945
-5.0,5,7.811884
-9.0,7,7.938395
2.0,9,8.091394
-17.0,7,8.222397
5.0,6,8.310394
3.0,5,8.383398
3.0,5,8.483393
4.0,5,8.567398
9.0,6,8.679396
-8.0,5,8.807394
-5.0,6,8.893703
11.0,6,9.151701
-5.0,7,9.280704
-9.0,7,9.489795
-4.0,7,9.669796
1.0,6,9.756796
-13.0,6,9.85831
7.0,7,9.984335
-5.0,5,10.066311
-3.0,7,10.227558
-4.0,7,10.418553
0.0,7,10.558609
-9.0,6,10.697549
-7.0,6,10.79655
4.0,8,10.929825
17.0,6,11.038815
1.0,7,11.170812
-11.0,7,11.278814
-5.0,6,11.380815
7.0,6,11.477815
18.0,7,11.590994
4.0,6,11.690528
18.0,6,11.762531
0.0,5,11.839529
12.0,6,11.913712
-5.0,5,12.006707
7.0,6,12.08571
-8.0,5,12.165707
-6.0,6,12.276769
-1.0,6,12.366709
2.0,5,12.433713
2.0,5,12.593776
-10.0,7,12.731707
1.0,6,12.809708
-6.0,6,12.881213
1.0,6,13.00347
-7.0,7,13.10847
4.0,9,13.250472
-6.0,6,13.356473
-3.0,6,13.455472
0.0,5,13.52548
2.0,8,13.662473
0.0,5,13.760472
-1.0,8,13.892977
-4.0,6,14.002976
9.0,6,14.094985
3.0,6,14.173979
0.0,10,14.333188
12.0,5,14.449188
14.0,8,14.605189
7.0,8,14.735197
-1.0,5,14.801189
3.0,6,14.878262
-1.0,5,14.96726
-4.0,5,15.100262
3.0,6,15.199259
3.0,7,15.357334
11.0,9,15.482396
-8.0,6,15.598331
-7.0,6,15.71252
6.0,5,15.789522
6.0,5,15.883862
-1.0,6,16.006859
-7.0,6,16.129859
4.0,5,16.206861
0.0,8,16.327859
-5.0,6,16.423862
-12.0,5,16.506862
7.0,8,16.614861
2.0,6,16.692861
3.0,5,16.77686
-11.0,6,16.856859
-11.0,5,16.941364
10.0,8,17.063761
-12.0,8,17.187752
-1.0,6,17.277752
-8.0,7,17.625855
1.0,6,17.716857
3.0,9,18.504888
7.0,7,18.59189
-4.0,5,18.671954
4.0,6,18.77189
3.0,6,19.320782
-14.0,6,19.38878
-7.0,8,19.497782
1.0,6,19.58478
