#{"t_start": 1732804559.5316658, "env_id": "sokoban-wide-v0"}
r,l,t
2.0,6,1.174295
-15.0,5,1.246299
-3.0,8,1.378295
8.0,5,1.453294
-5.0,5,1.531295
4.0,6,1.624711
1.0,6,1.721624
4.0,6,1.867912
0.0,7,1.954914
0.0,6,2.034919
-8.0,10,2.187461
-8.0,5,2.238462
-4.0,7,2.35147
-1.0,5,2.44546
-7.0,7,2.56146
-19.0,8,2.693462
2.0,8,2.802534
3.0,5,2.866943
1.0,9,2.998942
12.0,7,3.07894
11.0,7,3.216429
12.0,7,3.311426
-3.0,9,3.428563
2.0,5,3.49456
-12.0,5,3.56556
8.0,6,3.678563
3.0,7,3.781561
4.0,8,4.309689
-6.0,6,4.405692
-2.0,7,4.492691
14.0,6,4.603689
-7.0,6,4.691692
-8.0,5,4.75769
-4.0,7,4.838199
-6.0,7,4.932206
-6.0,5,4.989201
-5.0,6,5.0622
7.0,6,5.1432
2.0,7,5.232199
-3.0,6,5.316234
-6.0,6,5.402233
6.0,5,5.519231
-7.0,7,5.626239
-8.0,6,5.705233
-2.0,6,5.776233
-8.0,6,5.849741
2.0,5,5.924742
3.0,5,5.976741
-9.0,7,6.09675
4.0,6,6.180922
-4.0,9,6.299911
0.0,8,6.394914
2.0,6,6.466915
6.0,6,6.604913
11.0,6,6.678913
-4.0,6,6.741914
-10.0,5,6.792913
0.0,6,6.893419
-5.0,5,6.96042
1.0,7,7.034421
-4.0,7,7.119421
4.0,6,7.261419
1.0,6,7.381419
-5.0,10,7.565928
10.0,5,7.645936
6.0,6,7.767883
2.0,5,7.874393
-6.0,6,7.986387
-7.0,6,8.072388
14.0,6,8.185397
4.0,7,8.306386
-7.0,6,8.389389
2.0,6,8.504387
-8.0,6,8.598389
0.0,5,8.70939
7.0,7,8.858896
15.0,6,9.090695
-11.0,5,9.186696
-2.0,6,9.308694
6.0,5,9.461843
10.0,5,9.613787
-16.0,6,9.72279
-3.0,6,9.81379
-3.0,6,9.911303
-16.0,7,10.0363
0.0,7,10.198311
-11.0,5,10.289604
-15.0,5,10.457542
-7.0,7,10.588542
3.0,7,10.727542
-4.0,6,10.834544
-5.0,6,10.935827
4.0,8,11.085809
-1.0,7,11.213808
-2.0,6,11.297807
-16.0,5,11.385807
2.0,6,11.482808
7.0,8,11.611522
2.0,6,11.707521
2.0,6,11.778523
-1.0,9,11.907711
-11.0,6,12.012701
-3.0,6,12.090706
3.0,7,12.2027
-1.0,7,12.327768
7.0,7,12.426708
1.0,7,12.619782
-15.0,6,12.737701
1.0,8,12.8437
16.0,5,12.899221
-11.0,6,13.020463
-2.0,8,13.140472
1.0,5,13.230465
-1.0,6,13.333463
18.0,5,13.420463
-6.0,7,13.520472
11.0,5,13.587466
-2.0,5,13.687465
7.0,5,13.785465
-5.0,5,13.868969
9.0,5,13.94497
-10.0,5,14.03997
11.0,5,14.116036
6.0,5,14.179971
14.0,5,14.265506
3.0,8,14.401181
-7.0,7,14.55718
-7.0,7,14.688183
-7.0,7,14.776181
4.0,7,14.869745
-1.0,7,14.998253
-5.0,7,15.154328
6.0,9,15.322243
4.0,5,15.425397
8.0,5,15.488386
-5.0,6,15.603324
-7.0,6,15.718513
-4.0,7,15.831516
-15.0,5,15.916854
-1.0,5,16.02386
-3.0,10,16.209851
8.0,8,16.333852
-7.0,6,16.429855
3.0,9,16.569854
-3.0,8,16.673858
-8.0,8,16.796852
0.0,8,16.91536
2.0,5,17.005359
1.0,5,17.070754
-4.0,5,17.152745
-17.0,7,17.251747
5.0,6,17.58585
-3.0,11,18.429881
3.0,6,18.497881
3.0,5,18.56088
11.0,6,18.648883
-7.0,5,18.722882
5.0,5,18.808881
-5.0,8,19.371773
3.0,5,19.444773
4.0,9,19.558775
5.0,5,19.634773
0.0,6,19.730774
-2.0,8,19.8772
4.0,7,20.00671
-6.0,7,20.139707
-4.0,7,20.275708
4.0,5,20.356844
-5.0,7,20.520838
-2.0,5,20.668838
2.0,7,20.81484
1.0,6,20.927354
-3.0,7,21.03136
-5.0,5,21.129356
7.0,7,21.258502
23.0,2,21.30457
6.0,5,21.385505
-1.0,6,21.49057
1.0,5,21.601504
7.0,7,21.714504
-4.0,7,21.849504
12.0,8,21.97101
16.0,5,22.045014
-12.0,6,22.129019
-7.0,5,22.202017
5.0,5,22.282013
-6.0,5,22.351011
-2.0,7,22.462013
6.0,7,22.616154
-2.0,6,22.721311
-8.0,7,22.821233
8.0,6,22.942746
5.0,9,23.111742
0.0,5,23.184743
-2.0,6,23.266742
5.0,6,23.357744
-4.0,7,23.476746
0.0,6,23.600806
0.0,7,23.721597
7.0,5,23.806664
-1.0,10,23.991951
14.0,9,24.147017
-7.0,7,24.266952
4.0,5,24.33195
-1.0,5,24.479953
7.0,6,24.59395
-5.0,5,24.682959
2.0,6,24.785953
-6.0,7,24.89695
7.0,6,24.989993
-8.0,5,25.066991
6.0,6,25.162991
4.0,5,25.242651
1.0,9,25.380745
-3.0,8,25.519746
1.0,6,25.619746
2.0,5,25.681746
-1.0,7,25.788743
-2.0,8,25.917743
3.0,6,26.027262
-2.0,7,26.205259
-8.0,8,26.333263
16.0,8,26.46926
2.0,5,26.53826
9.0,7,26.690585
2.0,6,26.806594
6.0,5,26.879591
-2.0,6,26.96011
-3.0,7,27.070104
-19.0,5,27.140105
0.0,5,27.477547
1.0,5,27.542473
-2.0,6,27.64647
-1.0,6,27.736472
7.0,6,27.842475
