#{"t_start": 1732804559.567685, "env_id": "sokoban-wide-v0"}
r,l,t
-12.0,5,1.131276
-2.0,9,1.263274
-8.0,5,1.350276
3.0,5,1.422274
3.0,6,1.514283
-2.0,6,1.616605
-3.0,7,1.782893
4.0,6,1.863961
-2.0,7,1.946893
12.0,6,2.037441
-7.0,7,2.144441
0.0,6,2.215442
-9.0,6,2.30545
0.0,6,2.42244
-1.0,5,2.486523
-8.0,6,2.607441
-11.0,8,2.71644
-9.0,5,2.783922
3.0,6,2.866076
-21.0,5,2.93693
0.0,6,3.017921
-10.0,6,3.098484
-7.0,6,3.220406
6.0,5,3.279406
-9.0,6,3.352406
-8.0,8,3.464541
7.0,6,3.551542
-5.0,6,3.666614
-10.0,5,3.73855
8.0,8,4.26467
7.0,11,4.427672
-2.0,5,4.48867
-4.0,7,4.60967
4.0,6,4.697672
5.0,7,4.784672
-6.0,8,4.891182
-11.0,6,4.957181
-6.0,5,5.02218
2.0,5,5.09318
7.0,12,5.253081
1.0,5,5.307214
4.0,5,5.383213
2.0,5,5.521213
-2.0,5,5.585212
9.0,8,5.688213
3.0,6,5.755213
2.0,6,5.826721
-9.0,6,5.912722
-6.0,6,5.984722
-2.0,6,6.090723
6.0,5,6.164901
-3.0,5,6.226895
-4.0,6,6.312946
0.0,5,6.367911
-5.0,6,6.436976
-16.0,5,6.541894
5.0,6,6.635894
4.0,8,6.721898
-6.0,8,6.8234
12.0,9,6.948401
-6.0,6,7.012401
3.0,7,7.1074
-9.0,5,7.2334
2.0,8,7.398401
22.0,6,7.508907
-7.0,6,7.60286
0.0,5,7.692853
-7.0,8,7.857372
-8.0,9,8.017368
1.0,7,8.135377
-2.0,7,8.263441
5.0,6,8.344367
2.0,6,8.459368
0.0,7,8.581371
8.0,8,8.771368
-4.0,6,8.854675
6.0,5,9.097676
3.0,5,9.17268
0.0,5,9.278677
6.0,6,9.469771
1.0,6,9.63177
0.0,5,9.70777
-1.0,10,9.868296
-3.0,7,9.993282
7.0,8,10.170283
-6.0,6,10.315523
0.0,6,10.472537
-12.0,6,10.587523
6.0,5,10.684522
11.0,7,10.806524
4.0,7,10.928798
-4.0,5,11.019786
-10.0,6,11.134785
3.0,6,11.229787
0.0,7,11.339788
-2.0,5,11.423786
-1.0,5,11.498787
-9.0,8,11.626503
6.0,5,11.702503
-2.0,7,11.801564
-12.0,10,11.950682
4.0,6,12.029681
-8.0,5,12.110681
0.0,7,12.238743
7.0,6,12.327682
-3.0,6,12.485696
1.0,9,12.641681
4.0,9,12.784681
26.0,6,12.856188
-6.0,5,12.967444
-11.0,6,13.056444
6.0,5,13.129448
-10.0,7,13.251444
-1.0,9,13.408446
9.0,6,13.488455
-19.0,5,13.566446
2.0,6,13.684444
-4.0,5,13.773446
-10.0,7,13.882951
0.0,7,14.013949
2.0,6,14.099951
4.0,5,14.165949
1.0,7,14.284242
3.0,9,14.478161
-10.0,8,14.622162
3.0,6,14.709172
-3.0,8,14.812163
-13.0,5,14.882235
-1.0,5,14.992234
-5.0,7,15.146311
0.0,5,15.239234
2.0,9,15.41032
4.0,6,15.50331
4.0,6,15.625372
1.0,10,15.786495
1.0,8,15.934837
0.0,5,16.053836
7.0,5,16.135835
3.0,5,16.213838
-3.0,6,16.305835
-9.0,5,16.386835
-5.0,7,16.495836
1.0,5,16.565834
-7.0,6,16.642839
-8.0,6,16.738833
2.0,5,16.808832
-3.0,7,16.917338
5.0,6,17.016736
2.0,7,17.125731
-6.0,6,17.207727
-11.0,5,17.511828
-2.0,5,17.603828
-5.0,8,18.397861
4.0,7,18.480861
3.0,5,18.542861
-6.0,6,18.634929
-8.0,7,18.749862
8.0,6,19.299757
-17.0,5,19.352754
-7.0,6,19.441756
-1.0,6,19.515757
