#{"t_start": 1732542272.4917715, "env_id": "sokoban-narrow-v0"}
r,l,t
-2.0,10,2.908103
3.0,5,2.939029
-13.0,6,2.978317
10.0,6,3.026375
-9.0,8,3.084973
9.0,9,3.144527
1.0,11,3.234247
0.0,7,3.282869
-8.0,6,3.324639
-7.0,6,3.35718
-3.0,7,3.410257
-18.0,6,3.442521
-1.0,8,3.505629
3.0,5,3.543683
-3.0,9,3.606925
-5.0,7,3.651333
-3.0,5,3.676276
0.0,10,3.722999
11.0,6,3.762356
-1.0,6,3.804773
5.0,6,3.836341
7.0,13,3.903416
8.0,7,3.935141
-8.0,10,3.98133
2.0,7,4.015491
4.0,7,4.058109
-13.0,8,4.093816
2.0,5,4.123115
2.0,6,4.157186
1.0,6,4.187177
-11.0,8,4.23234
-7.0,9,4.286443
5.0,7,4.324532
7.0,7,4.363976
2.0,9,4.408489
1.0,13,4.481029
3.0,9,4.548648
-3.0,5,4.586162
5.0,8,4.654204
-5.0,5,4.692202
8.0,10,4.786715
1.0,6,4.838738
2.0,7,4.914252
3.0,11,4.981797
-10.0,9,5.031432
-5.0,5,5.056625
-1.0,6,5.105139
-2.0,12,5.184155
-7.0,5,5.224681
10.0,7,5.26613
1.0,8,5.332585
14.0,6,5.371106
-14.0,9,5.429134
-4.0,6,5.456137
-3.0,7,5.493136
-12.0,8,5.546645
5.0,7,5.588158
-5.0,6,5.629668
13.0,9,5.69218
-3.0,5,5.729691
-11.0,11,5.790204
8.0,7,5.83883
0.0,9,5.890593
-3.0,7,5.939558
-14.0,6,5.987922
9.0,7,6.02365
2.0,7,6.070161
1.0,5,6.097163
0.0,7,6.146184
-2.0,7,6.181186
5.0,6,6.218226
4.0,6,6.253221
-5.0,8,6.298735
3.0,5,6.333244
-6.0,5,6.359756
-3.0,10,6.421272
-1.0,7,6.467783
-3.0,6,6.499785
4.0,7,6.534806
1.0,11,6.596326
21.0,5,6.630837
0.0,6,6.681361
-2.0,6,6.732093
-13.0,9,6.798468
-2.0,8,6.848984
1.0,8,6.915
4.0,8,6.973041
9.0,5,7.010557
-5.0,8,7.061589
1.0,6,7.099385
7.0,7,7.162617
-1.0,10,7.229173
23.0,6,7.270687
-2.0,7,7.316202
-10.0,9,7.378732
9.0,6,7.415743
0.0,7,7.46074
-3.0,8,7.50774
2.0,8,7.550253
-18.0,7,7.601774
2.0,8,7.6408
-1.0,5,7.663802
-2.0,6,7.695802
8.0,6,7.739831
-13.0,5,7.767828
-4.0,8,7.816853
2.0,8,7.860849
-4.0,7,7.894851
0.0,7,7.928878
-5.0,8,7.969878
-10.0,5,8.012716
2.0,8,8.08057
