#{"t_start": 1732542272.499382, "env_id": "sokoban-narrow-v0"}
r,l,t
8.0,6,2.877492
15.0,8,2.925419
-1.0,9,2.984975
5.0,8,3.049955
-7.0,9,3.112704
-5.0,6,3.15681
7.0,6,3.198431
-10.0,10,3.278337
12.0,8,3.330656
-8.0,8,3.381885
2.0,6,3.419984
-3.0,8,3.482855
-5.0,6,3.522038
3.0,5,3.5595
15.0,10,3.624608
-6.0,6,3.660032
-10.0,7,3.693745
-2.0,12,3.76626
5.0,7,3.808632
-10.0,8,3.851304
-9.0,8,3.892087
6.0,8,3.929048
10.0,11,3.978873
-1.0,7,4.013825
-1.0,8,4.059944
3.0,8,4.096785
-14.0,8,4.146262
6.0,7,4.180866
9.0,8,4.225729
14.0,7,4.270833
5.0,8,4.312922
-18.0,5,4.343197
-2.0,5,4.367367
3.0,7,4.401878
6.0,10,4.456418
-2.0,9,4.525028
0.0,8,4.580553
-4.0,13,4.686588
6.0,6,4.753112
-1.0,6,4.795114
-12.0,7,4.875127
-2.0,7,4.92767
-7.0,11,4.994291
-15.0,11,5.051015
2.0,10,5.127036
4.0,8,5.177545
-3.0,7,5.23207
-2.0,7,5.281568
-3.0,7,5.332974
8.0,6,5.368497
17.0,5,5.404009
11.0,7,5.440523
3.0,6,5.466523
-6.0,6,5.507028
8.0,8,5.554035
-3.0,12,5.632057
9.0,7,5.689572
14.0,9,5.74208
-4.0,6,5.77759
-2.0,10,5.843439
5.0,12,5.922433
5.0,7,5.973188
10.0,6,6.006526
-2.0,7,6.04955
4.0,6,6.086552
7.0,7,6.131572
2.0,7,6.169575
-2.0,6,6.204093
8.0,10,6.260612
-11.0,11,6.330635
-3.0,9,6.391145
10.0,6,6.420662
1.0,7,6.469176
0.0,6,6.499174
-1.0,8,6.537196
-3.0,7,6.580198
3.0,6,6.618226
6.0,9,6.688747
-9.0,7,6.746866
-6.0,10,6.811368
0.0,10,6.890371
6.0,6,6.938914
7.0,7,6.990427
-5.0,8,7.040977
1.0,6,7.081775
-4.0,6,7.127705
6.0,7,7.190042
19.0,5,7.21756
3.0,6,7.258074
-3.0,5,7.292078
8.0,6,7.324099
-2.0,6,7.372107
8.0,7,7.416129
-11.0,11,7.485132
-12.0,7,7.521641
-11.0,7,7.564162
-3.0,5,7.599164
6.0,7,7.634189
22.0,6,7.662189
5.0,7,7.702191
-5.0,11,7.769218
-1.0,6,7.81024
-3.0,6,7.84524
17.0,9,7.88824
5.0,7,7.922264
-3.0,10,7.977782
11.0,8,8.045071
-1.0,7,8.099819
-1.0,8,8.151191
-11.0,7,8.19471
4.0,5,8.224224
-10.0,5,8.254737
-5.0,6,8.285737
-6.0,9,8.333251
-3.0,10,8.397051
7.0,8,8.444075
-7.0,6,8.497581
9.0,7,8.5471
-2.0,6,8.577099
0.0,8,8.653628
-11.0,6,8.696139
-1.0,6,8.738739
-5.0,5,8.77325
3.0,8,8.816826
-9.0,12,8.905279
-10.0,7,9.065013
-2.0,7,9.124052
-9.0,5,9.154569
5.0,5,9.183082
-1.0,11,9.257601
-16.0,8,9.311106
10.0,6,9.348105
-5.0,8,9.401619
20.0,9,9.597792
-15.0,6,9.625576
6.0,11,9.700649
0.0,9,9.757717
10.0,5,9.783461
7.0,9,10.036643
-2.0,6,10.077445
-4.0,10,10.135473
-8.0,10,10.195415
1.0,6,10.237968
4.0,6,10.273113
1.0,6,10.323104
-12.0,8,10.374767
-17.0,6,10.404593
5.0,8,10.469471
14.0,10,10.531544
1.0,10,10.601128
-3.0,5,10.638305
-2.0,9,10.685814
-2.0,10,10.739161
-5.0,14,10.837243
-12.0,7,10.895039
0.0,7,10.930611
10.0,6,10.967418
0.0,6,11.006929
5.0,13,11.081607
-2.0,5,11.108835
2.0,8,11.158472
-1.0,6,11.192997
0.0,7,11.256976
3.0,8,11.306334
-4.0,8,11.356889
