#{"t_start": 1732542272.4902253, "env_id": "sokoban-narrow-v0"}
r,l,t
-4.0,8,2.898649
-5.0,5,2.924744
0.0,7,2.971932
6.0,5,3.011638
-2.0,7,3.066112
6.0,7,3.11145
-12.0,6,3.151941
-3.0,8,3.218101
-1.0,6,3.258437
-2.0,5,3.297512
-1.0,5,3.333615
-7.0,9,3.38904
-10.0,9,3.444067
1.0,9,3.515
11.0,9,3.579262
11.0,6,3.621562
-7.0,5,3.652347
-11.0,8,3.692277
5.0,7,3.724039
-4.0,6,3.763394
1.0,7,3.812636
-4.0,5,3.836873
-11.0,8,3.876308
5.0,10,3.927055
11.0,7,3.959453
-4.0,6,3.986511
-3.0,5,4.012357
11.0,9,4.063337
6.0,6,4.090548
23.0,5,4.116662
2.0,6,4.154404
3.0,10,4.202749
8.0,8,4.254885
12.0,8,4.298359
4.0,6,4.330079
0.0,9,4.382522
17.0,5,4.404035
6.0,8,4.448061
-2.0,7,4.487575
-3.0,8,4.550194
-9.0,7,4.60671
3.0,11,4.693748
-2.0,9,4.779263
1.0,8,4.852284
-11.0,6,4.914798
10.0,7,4.958828
-5.0,5,4.990344
-5.0,8,5.03247
2.0,5,5.057172
0.0,6,5.106686
2.0,9,5.161701
6.0,5,5.203211
11.0,7,5.250228
8.0,5,5.289188
11.0,11,5.364652
-5.0,10,5.43068
-5.0,7,5.461679
2.0,10,5.52319
0.0,8,5.567192
-1.0,8,5.626214
0.0,7,5.662726
-9.0,7,5.727234
4.0,7,5.762742
-6.0,8,5.808749
5.0,6,5.850938
0.0,6,5.884292
-1.0,8,5.941104
11.0,7,5.996659
0.0,10,6.050707
-2.0,11,6.115724
0.0,8,6.168732
-10.0,7,6.206244
-3.0,5,6.238768
-5.0,10,6.295281
-3.0,6,6.329792
-3.0,6,6.369305
2.0,6,6.409305
-3.0,5,6.43433
-11.0,6,6.47633
9.0,6,6.506332
6.0,6,6.536353
-11.0,6,6.568353
6.0,8,6.615872
-4.0,8,6.681904
10.0,6,6.732594
-8.0,5,6.770022
-9.0,6,6.810014
-5.0,9,6.871525
0.0,5,6.916042
-2.0,8,6.973587
0.0,7,7.022619
9.0,6,7.062136
5.0,13,7.163146
-1.0,8,7.218717
-5.0,6,7.257719
-9.0,7,7.306233
-1.0,15,7.401779
9.0,9,7.462286
-4.0,5,7.49329
